P00352,O60356
Q9NQW6,O76021
Q9BRJ2,Q96BP2
Q99873,Q14157
Q9UHD9,Q96IV0
Q02790,P49257
P78410,Q9H330
Q12888,Q9UJX3
Q9NRW4,O75396
Q9UHD9,Q0JRZ9
Q5JSZ5,Q92904
P56556,O95169
P46783,Q9UHC7
Q92618,Q9UIH9
O15118,Q9NQC3
Q5TC82,P01375
P56962,P35414
Q9HBD1,Q13200
Q68G74,Q8TD31
P31947,Q96QZ7
P51398,Q9UIH9
Q9HBH0,Q9HBI1
Q9Y3T9,Q96A22
Q15003,Q9H6Y5
O75439,O75306
Q13501,Q12923
P62306,Q96RS0
P35226,O43365
Q13291,P68366
P01871,Q16644
Q7Z6Z7,O14579
P32322,P83111
O60885,P11586
Q9Y2Z2,Q4G0F5
Q96AG4,P83731
Q9BQC3,Q16552
P09758,Q9Y2X0
P08758,O75439
Q96SB4,Q14512
Q9UI10,P06028
Q9NZT1,Q8WVV4
Q04837,Q9Y4X4
P14625,P51451
Q9Y399,O43474
P02545,Q6ZNK6
P04637,P09493
Q9Y230,Q13618
Q9HCE1,Q9UPR3
Q02878,O00339
Q96SQ5,P17568
Q99496,Q8NEB9
Q99798,P62244
P19784,Q02040
Q9C0C9,Q02040
Q01814,B7ZAQ6
Q04864,P48775
P04792,Q9UQC2
O75874,Q9Y535
P84095,Q86X29
O15371,Q8WVJ2
Q96RQ1,Q15042
P19022,Q9ULT8
Q8WW24,Q969V4
P52597,Q96PM5
P62312,Q969L4
P17252,P06213
Q15118,O75489
P04406,P57060
Q9UJ41,Q9BT92
Q969Q0,P49711
Q12905,P33991
Q00341,Q6ISU1
Q9UL25,Q86VW1
Q14978,O15020
Q7Z2W4,Q9NR30
P22061,P49674
Q00653,Q92734
Q69YN4,Q08AD1
Q9UIH9,P62072
P51451,P23416
P00540,Q719I0
Q96B97,Q13191
Q9NYB0,Q92560
P40818,Q04917
Q86WK6,Q15848
P33778,P78527
P02768,P49841
P62308,Q96CW6
Q99470,Q8TB37
P22392,P61326
O60503,Q6GPH6
Q12789,P49336
Q9Y6E0,P38646
P61964,P26599
P55196,P01112
Q9UHX1,P68032
Q9Y296,P0DI81
Q13619,Q969T4
Q9UL63,Q14204
Q9UBU8,P51587
P12814,Q9C0C7
O75116,Q13464
Q9BRG2,P15289
P05067,Q12979
Q96L91,Q9Y4A5
Q8WUW1,O43639
P04004,P83916
P04629,Q96HW7
P62140,O75128
Q86WX3,Q9UI42
Q6ZNA4,P12755
Q99996,O14901
P08247,P32189
Q9HAU4,Q9NVW2
Q15691,Q9NX95
P40938,O60216
P18031,Q92667
P16104,Q9UQ84
Q9Y6D6,Q9NYP7
Q8IVL5,Q9UKX3
Q96T76,P51617
P38398,O76064
P06702,Q99986
P43681,Q6ZT21
O60220,P58557
Q9UPY8,O95819
P15882,O00238
Q93008,P00441
P35998,P14406
Q8TAE8,Q13405
P78362,P82932
O95817,Q96KX0
P27694,Q14142
Q96JP5,Q7RTS1
P50452,O76039
P62330,P22102
P49841,Q08945
Q96PE5,P36894
Q13895,Q5JR59
Q75LS8,Q16877
P47756,O60496
O94855,Q15363
P05412,P46087
P57682,Q9UKL0
Q9NQY0,Q9Y5X3
Q9NTU7,P38571
Q15058,A1L390
P62280,P62241
Q14192,Q99666
Q9Y3I1,Q9P267
Q9ULM3,O95600
O15294,Q9HCN4
P07858,P04004
Q03468,Q99460
Q9UJV3,O14647
P62877,P46527
Q13263,Q5JTZ9
P12931,P34741
P57729,P13598
Q9H2F3,Q9Y320
Q03135,P15927
Q71U36,P0DPH7
O14763,O15519
P54253,Q5SWW7
O00469,Q9Y215
P03372,O75925
O95235,Q5SXM2
P15336,P10828
P19838,P29692
P62750,Q8TBF4
P33947,P42772
P63104,Q86YZ3
Q13148,P18124
P07942,O75147
Q5S007,P82933
Q9H2K8,O00506
Q9NQS7,P25815
Q9NS91,O75955
Q86UY6,Q15382
O95985,P04637
P08754,Q9UGC6
O60333,Q7Z3H4
Q9H497,P03952
P28062,P40306
Q676U5,O96019
Q9P2R3,O75976
Q8N2K0,Q96L12
Q13011,P05060
P00519,P42566
Q9UMR2,P23280
Q5TD94,Q8WYR4
Q9BYF1,O95208
Q9UKM9,P78363
Q15843,P84098
O95429,Q9UBB9
Q02750,P14927
P15812,Q9UL01
P12235,O14925
P05362,Q99880
P07910,P61266
Q14318,P61011
P31948,O95433
O94992,Q9NYV4
Q9NQW6,Q9NW13
Q5VYK3,O75436
P84098,Q96PZ2
Q9UJY1,Q5QP82
P48552,Q9UKV0
Q9UK80,Q9BPZ7
P04150,P11177
P46782,Q96RK0
P15311,Q9H7E2
Q969H0,P02545
Q969G3,O95644
Q8NBQ5,A0PK00
Q7L0Q8,Q9BXC0
Q16659,Q9Y6C9
Q14240,Q14694
Q96I25,Q96FF9
Q7Z2W4,O75683
Q13573,Q9NTK5
P11279,Q14160
A2VCK2,Q5JS54
P42336,Q08499
Q9H8V3,O15144
O00483,Q9BUB7
Q92574,O75334
Q8TAU3,Q96JN2
Q9H857,Q9UGC7
P68363,Q15051
P13569,O94913
P62328,P04183
Q08945,P25205
O95831,Q13061
Q13501,P08708
Q3ZCM7,Q96G01
Q4G0J3,Q13895
Q9ULW0,Q96PX6
P08621,Q9H0D6
Q9UBU9,Q6I9Y2
P05062,P49585
P38646,Q15726
Q96N67,P38936
O00571,P84022
Q9UPY8,A1X283
Q8N5L8,Q9P2D0
Q9NYJ8,Q9Y6C2
P61513,Q02878
P80188,Q86Y79
Q96BD8,P02792
Q13158,P53355
Q9H6Z9,P10244
P32971,Q9H9P8
Q9NS85,O95396
Q8NBF2,Q15080
Q8NFW8,O15516
Q13619,O95861
P29992,P34981
O00764,Q5T013
Q13263,P45973
P54652,P30301
P19838,Q02556
Q16576,Q8IWY9
P16234,Q4G176
O60504,Q494U1
Q9UHD9,P11310
Q9H2J7,Q969X5
Q13547,O60925
Q15717,P84157
Q96T58,O94776
P04637,Q96L50
Q13571,P30519
P27695,P85037
Q9UQ88,Q9Y2X3
Q9NV31,Q96BP2
P61221,P63218
P05067,P56134
P36873,P54578
P36578,P46778
Q16539,O43930
Q08174,Q9Y5E2
Q9H8V3,Q15269
Q9UBU9,Q9UJV3
Q96PU4,P29372
Q9BU61,P55040
Q15118,O95319
P80303,Q9Y264
P17480,Q96PM5
Q92609,Q9UJT9
Q05397,P05107
P62837,Q8TDB6
Q9UER7,Q8TD10
P63104,Q9UL15
P61964,Q6UN15
Q7Z2K8,Q8NFB2
O95793,P50213
P11686,P26006
O00217,P56556
Q12931,Q6PML9
P26639,Q8IU60
P05091,Q6IN84
O15198,Q7LFL8
Q12772,Q4KMZ8
Q9H9Z2,P37108
P62136,Q9NWS0
P84095,Q96A35
P98082,Q8WU79
P46100,Q96HA7
Q16543,Q8NHQ1
P16435,Q15006
P55854,P62805
Q15058,Q8NFH4
P82663,Q9Y291
P13612,Q9NSD9
Q13635,P48729
P04843,Q9NVV0
P63000,Q9UKS6
Q9Y2I6,Q96GD4
Q92831,Q99607
Q8TBB1,Q86VP1
P62829,P50222
Q5S007,Q96GM8
O15120,Q9UHP7
Q9UHB6,P27105
O43252,Q8N5W8
O14980,Q86YR5
Q71DI3,Q9HCI7
Q04771,P10114
Q9UBK7,Q8IY18
P52198,O14662
O14880,P52789
O00459,P08138
P07339,Q13617
Q8NBM4,Q5GH73
Q9NVF7,Q08379
Q9NRW4,Q99733
O75489,Q16762
P19438,Q13546
P79522,Q7Z6J9
Q8WWF1,O95158
Q06830,Q13283
Q9H257,Q9NU39
Q9GZQ8,P47736
Q9ULW0,Q8N5V2
Q14524,Q13557
Q8TB24,Q9UK99
Q9BSJ2,Q7L190
Q96PM5,Q969F2
P50222,Q9UGL9
Q9UDY4,Q86W28
Q92797,Q9UQ72
P08133,Q9Y570
P24941,P09651
Q12906,Q14872
P29590,Q9UBQ5
O75369,P11831
P68104,Q15831
Q16666,Q9NR96
Q13490,Q16186
Q69YN4,Q96RT8
P31153,Q9NR19
Q8TDY2,P22626
Q9UKV8,Q86UE4
P35998,Q8TEX9
O75164,Q99731
P17612,P51787
P11274,P09496
P17174,O43760
Q9Y2I6,Q9NSY1
O15294,Q9Y4P1
P48651,Q86SJ6
P04808,Q92611
O00141,Q5KU26
Q52M75,P26038
P02786,Q9UBS4
P53350,Q9NZU1
P27361,P17676
O43181,P03905
O15145,Q8N4C6
Q15233,P24928
Q969X2,P32926
Q9UQ35,O95983
O43752,Q08379
Q9H0U6,O75394
P35637,Q13191
Q96PZ0,Q9NVC6
Q8IZP0,Q15642
P01112,Q13873
P04792,Q8IUR5
Q86UL3,A4D1S0
Q9NUM4,Q8NBS9
P49116,P28838
Q96CF2,P34896
Q9BXB1,Q9BYX7
P01106,Q16718
Q9H7F0,O95977
P48594,Q9HCN4
P47755,Q9UIV1
Q92731,Q96S55
O75694,Q68CZ1
P40337,Q9NQP4
P23528,Q9BXW9
Q9BYV2,Q9NV96
Q9UBQ5,P62854
P21860,P31942
O14715,Q96C01
Q08043,Q9Y6H3
Q92538,Q99961
Q70IA8,Q9Y6X3
P50607,Q6GMV2
P17302,P05388
Q96HY6,Q9H1X3
Q9UKE5,Q5T1M5
Q9BY14,Q9Y6G9
P17661,P20929
P00387,Q9Y478
Q9P0J7,Q8WXI8
P51151,Q9UEU0
Q96NT0,Q13488
O15379,Q08623
Q14999,Q9NYL9
P14866,Q8N5Z0
Q9HD34,Q6IN84
Q5SSJ5,P62249
Q8TDY2,O75494
P62750,Q9BYC8
Q8NCK7,P04844
P62316,Q8N5A5
Q9H4M7,O43707
Q9Y572,Q9H808
Q6ZTQ3,Q96BY2
Q9HCD5,Q86W34
Q96RK0,Q9Y6X9
Q9H4H8,Q96D46
Q99459,Q96S55
Q9NY12,O75446
O15258,Q9Y282
P54253,O95396
Q15653,Q9NYR9
Q9H2P0,Q8N6T7
Q9NS69,P31930
Q6R327,Q9BY84
Q9H4M7,Q14194
P37173,Q9NZM1
Q9Y2J2,Q9NPA8
Q9UKD1,Q92793
P00533,O15209
P35354,P23219
O75934,O95678
Q15006,P20839
P17081,Q8N4C8
Q9P2J3,Q15726
O15431,Q9NZ56
Q05586,Q9H853
Q9UKE5,Q5VU43
P14866,Q9NRY4
O43809,P29372
O75964,Q86Y82
P07332,Q15185
P22304,Q9H1B5
P30876,P49841
P20290,Q27J81
Q8N8B7,P54253
P60328,Q7Z7K2
Q7L0Q8,P48029
Q96CF2,Q71UM5
P42566,P02533
O95696,O76071
P07437,Q9UL54
Q96RK0,Q06330
P10451,P78559
Q15077,P27797
Q9H0M0,P62837
Q13489,P50748
Q9UJ70,Q6ZSJ9
P84095,P17301
P48039,Q9P0B6
Q13620,Q9BVC6
P10636,P06748
P03372,Q8NBN7
P49841,P27816
P62263,Q6DKI1
Q9GZZ1,P10586
O00308,Q7Z2W4
O00712,Q8IVH2
P28370,Q8TAQ2
Q9NPC1,Q8NFM7
P36542,Q7KZF4
Q8N5M4,Q9NZV7
Q15911,P43699
P13569,Q06830
P60410,Q14584
Q92624,Q14435
Q9NZN8,Q9ULM6
O43159,Q8WW43
Q15014,Q9NXR8
O60244,Q9BUE0
P40616,Q13618
P02792,Q9UHG0
Q9NU39,Q8N9W6
Q00005,Q8IX01
Q9ULA0,Q12888
P51946,Q6ZYL4
Q13239,Q13619
Q8WVZ9,Q8N831
P82930,P01308
Q13541,O60573
P18206,Q9C0C2
P61956,P29401
Q8NCB2,O43491
P12931,P57721
Q02218,Q9H9B4
Q9H492,P51648
P30050,O15294
Q07065,Q8NEN9
O14929,Q9H0Y0
P55011,P20648
Q09472,O00567
Q16630,Q92567
Q9UK85,Q9H0H0
Q8NBB4,Q9UL58
Q15717,P78414
Q96EY7,P01127
P26641,O94941
P42858,P21980
Q9BSJ5,A6NJ78
P14618,Q9BRV3
O15143,P04629
P36578,Q9BX66
Q9UNE7,Q9UGC6
Q92615,Q9BZB8
Q8WTW4,O75943
P09669,Q9Y6M9
P32322,O00507
O00255,Q9H4L4
P62829,P60484
P20290,P05387
Q8WXA8,Q9NX62
Q63ZY3,Q96IK5
Q12873,Q02880
P13598,Q9NRF8
Q14558,O60285
P20226,Q9ULM3
P31323,Q96SN8
Q9UHD2,Q9UKV8
P12931,Q9UMX6
Q13489,O95197
P43307,Q13618
Q8N5N7,Q9GZT6
Q13948,Q9NZH0
Q8NFF5,Q00796
Q8WZ73,P51668
O60356,P12270
Q00059,P43897
P51151,Q8WVM8
P03950,Q15366
P81605,Q8NFZ5
Q9H6Z9,Q5THK1
Q9Y2J4,Q8WWW0
P61586,P17302
Q9UJM3,Q9HB20
P10412,Q5SSJ5
P35222,Q13045
O75381,P36507
P19784,Q5THK1
O00167,Q92734
Q9H816,Q6PEV8
P53621,Q6ZMZ3
P35226,O75083
P11908,Q96JM3
O75953,Q96AK3
Q6VMQ6,P62917
P11245,Q9NQZ5
P60709,Q9UJZ1
O15067,Q9NZL9
P15954,Q6ZMW2
P05067,P08247
Q6GQQ9,Q86VP1
O00148,Q8IZM8
P54578,Q5VST9
Q9GZS1,P51991
P31943,Q5FWF6
Q9UPY3,Q9Y5L4
Q9NVH0,Q9NVH6
Q9H9J4,Q9ULT6
Q13087,P27797
Q9BWF2,Q15555
P31943,O14662
P11166,Q9UQ90
P27348,Q86X29
P49005,O15460
P47756,Q14498
P22607,Q99743
Q12904,P47897
O00268,Q9NS37
P13569,P13639
Q5VW36,Q96MT1
Q9BQ90,Q6P1S2
Q8IZU1,Q99457
Q9NZ45,O60313
Q96KM6,O00267
Q96H55,P35579
P13569,Q15075
P00441,Q9NRN7
Q3LI64,Q13555
O14975,Q9BV87
P67775,Q13616
Q92538,Q5T6F2
Q53GQ0,P49116
Q9HCH0,Q96HQ2
Q96RD7,Q9UGP8
Q8N3E9,Q96FV0
Q99418,Q13488
P24385,Q13133
Q9Y639,Q9C0E2
P22102,P09417
O15467,O43927
Q9ULX6,Q96EP0
Q9NZC7,Q14165
P0CG47,P32119
P56524,Q9UBE0
Q9BWU0,Q8N128
Q9H3F6,O00253
P08670,P12236
Q5S007,Q16531
P53355,P13284
Q13243,Q96K58
Q15029,P13797
Q9HAV7,Q9NXW2
Q15382,Q7Z5L4
P25800,Q8IX15
Q9UM54,Q9P2J5
P50750,O43719
O95785,Q96CA5
Q9NR28,P83111
Q9HCE7,P83731
Q6KC79,P23497
Q05513,P67870
P82933,P13073
P09622,Q9NYF8
P18077,Q504Q3
Q99828,P05106
O14979,A6NJ78
P62906,P05387
Q15058,P11387
P49736,Q96T23
P45983,Q13469
P48147,P20366
P15172,P49427
Q9UMR2,O60218
Q9H3G5,Q6Y2X3
Q13283,Q92904
P05412,P09211
P62263,Q9BZ67
P13569,Q9UGI8
P63165,Q9NXH8
Q9UNY4,Q9NPI6
P15309,P12236
P08758,P24941
Q07002,Q96Q40
Q9NYF8,P49760
P27361,Q96IU4
Q53HI1,Q8IUN9
Q69YN4,P49916
P60891,P22061
Q9H857,Q9NQH7
P67775,Q5VY09
Q9BQE3,Q00005
Q92974,O14640
P46108,P17948
Q5SVS4,Q8N386
Q9BWU1,Q71F56
P08631,P59046
Q9BST9,Q08AD1
P56945,P60709
P78317,Q5TA77
P51808,Q9NRJ3
Q04656,Q9Y2V7
Q9NW64,Q9UNP9
Q9UP38,Q5T8P6
P29972,O00501
O15400,Q9NZ45
P27449,P38606
O60637,P32245
P62993,Q8N4W6
P35226,O15479
O95831,Q9H2G2
Q92731,Q9UJW3
O00159,O75083
Q6IAA8,Q96J84
Q71U36,P22392
Q96T76,P35414
Q8NHQ1,Q6ZN55
Q99972,P34932
Q8TCJ2,Q96GX1
P61586,Q9NRY4
P03372,P61421
O14578,O60216
P84095,Q5BJD5
P62244,Q9UL40
Q9H4G0,O15047
Q14839,Q9UKV3
Q13547,Q99638
Q13309,Q8N6T7
P03372,Q96KA5
P61981,Q5T0W9
P61956,P21333
Q04721,Q9Y2Y8
P13164,O43852
Q7L2J0,P22626
P35579,Q13438
Q15418,P06241
Q96N67,A6NK89
Q96SN8,Q96A61
Q86TX2,Q9HBE1
Q14980,Q14684
P28070,P28074
P13569,Q9P1U1
P23284,Q6NUS6
Q9BRR0,Q8NF99
P13674,P27797
Q9BPY3,P33681
Q9UPP1,P43363
Q9Y296,Q9ULD6
P26367,Q92925
Q13950,Q8WYB5
P03372,P33981
Q13352,Q96BT3
Q15029,Q9NVI7
P46940,P55072
Q99700,Q06787
P04259,Q15323
Q09666,P12757
P31323,Q96C28
P62910,P18124
P07196,Q8WUY9
Q04760,P07711
P13674,Q92817
Q07954,P01138
Q9BXB1,P35580
Q6P1J9,P82914
P62312,Q99747
P06748,P11498
P08581,O95208
O75925,Q8N4C6
P0CG08,Q9H015
Q15287,Q01831
Q9Y3U8,Q9Y221
P62851,O00418
Q9H0W5,Q9Y3D3
P61158,Q05513
Q13619,Q99719
Q8IXQ6,Q14CX7
Q9Y276,Q9NPB0
O43639,O95819
Q4G0J3,Q15208
Q9UJX6,Q8WWL7
Q8IY34,Q9UN37
Q9P275,Q9UNX4
P56545,Q9Y2V2
O14617,P34947
Q8WTR2,P33991
P19320,O43324
P61088,Q5U5Q3
P35613,Q9Y639
Q7L2E3,Q8TDD2
Q9H4E5,O14964
Q04206,P61077
P06241,Q99871
Q6P2Q9,Q8N5A5
O95900,Q9BX68
Q9BQB6,Q96HP8
P62258,P54105
Q7RTV0,Q12874
O75251,Q4G176
Q9NRD1,P42892
Q92905,Q9H0E3
P67870,Q8TA86
O75386,Q8N7H5
P04843,P27487
Q13257,Q8IWY8
P51116,Q13557
Q16288,P05067
Q8WUJ0,P17066
P14866,Q13454
Q14164,Q13263
Q8N5H7,Q14558
P06576,Q8N6Q3
Q15370,Q6PH85
Q96HB5,O95352
Q15118,Q96I99
P10909,Q06787
Q15058,O14654
O94761,Q12874
Q9Y4K3,P61081
P42704,Q6ZNL6
P38398,Q9UBL3
Q9H2R5,Q9NRP0
Q96HY6,Q92665
O95747,P62241
Q9UBU9,Q5T8D3
P04843,Q8N5K1
P43405,Q676U5
Q15058,P43243
Q92583,P46092
P82930,Q08257
P55273,P30281
O15427,O94972
Q9H8J5,Q9Y2I1
Q15084,Q6UX01
Q9UHI6,Q9NX05
P23284,Q9NZQ7
P62805,Q06210
P07355,O60739
Q7Z3C6,Q15011
Q9HBR0,Q13485
O60885,P52434
Q15717,Q9NYA4
Q13835,P07476
Q96CF2,Q9Y5B9
Q9BX40,O75596
P26373,Q9BQ67
Q9UNS2,Q92624
Q05513,P38646
P60953,P61073
Q8N9I0,Q9UBW8
Q9BZ11,Q6P531
Q15654,Q6ZVT0
P48634,Q9BTM1
P27361,Q02363
P57055,Q0VD86
Q9Y265,P24941
O60941,Q15049
P62701,Q96AG4
Q16576,Q676U5
Q9UHW9,Q96GR4
Q9GZT3,Q9NVH0
Q8IWZ3,P17481
P15374,P09104
P12109,P41159
Q9Y580,P57052
Q9NWD8,Q6UX27
P17931,P56962
P40763,P52333
P38432,P26583
Q9UBU6,Q9Y277
Q96C86,P04632
O75380,Q6P087
Q969M3,Q00765
Q9UQE7,Q9NZM1
O00214,Q9ULI3
Q99459,Q9UL68
P41252,P83731
Q96SB8,Q9NXX6
P03372,O95625
Q13885,O14530
P49768,O00300
P07996,P09382
Q96RK0,O75821
P61160,P31948
Q86T26,Q15042
Q15435,P19388
P60900,Q9BT23
Q9NS91,Q7Z6B7
Q9Y6H1,O43482
Q13315,P48730
O75530,O14519
Q4G0J3,P27635
P62258,Q13885
Q8N6S5,Q9NPD8
Q9NW13,P47902
P34897,P54886
Q13705,Q86TG7
Q01974,Q6UWQ5
Q8N3E9,P52824
Q9UQR1,Q6W2J9
P27986,P19235
P50991,Q9NWS0
Q9H444,Q13395
P25398,Q2NL82
O43924,P37837
Q9H6S3,Q96K31
P35613,Q96AJ1
Q96CN9,Q15742
P19838,O14980
P14678,O00186
Q5TAQ9,Q9Y2Q3
Q9BQG0,Q9UHB9
Q29RF7,P80370
O43159,Q9H0A0
Q92793,Q8IZL8
P60866,P19525
O00468,P63098
Q9NQP4,Q96NL6
Q13347,P19532
P04637,O75688
Q969J2,Q96N95
Q96EQ0,Q6T4R5
Q9NQ86,P49448
P62424,P62244
Q16637,Q2QGD7
P62502,Q9BZC7
P51784,O43684
Q9NPF0,Q96CE8
P27348,Q9BXM7
Q5JTV8,Q04637
Q14839,O94776
P04049,P23458
P06703,Q9UQ16
Q96HR8,Q96GD4
Q9H6Z9,P49327
P32121,Q9Y2T6
Q8WVJ2,Q8IZK6
P29692,Q15424
P57737,Q9UGI0
Q9UBN7,Q13885
Q9UGM1,Q9NV64
Q71U36,Q8N1F7
P31943,Q12905
Q3SXR2,Q16656
Q12906,Q12965
Q96FW1,P43246
Q03014,P56693
O43493,P62910
P27487,P50454
Q9Y5Q8,Q8N239
Q9UQ07,Q9NPD8
Q96GQ7,Q9BRU9
O60356,Q7Z3B4
Q15843,P62753
Q6IAA8,Q8NI08
Q8ND24,Q8ND04
Q96CF2,P62266
Q5T124,Q8IYK4
P04264,Q96EP0
Q9Y305,P10176
Q9H2J7,O15120
Q15714,P36776
P01111,P84077
Q9H4T2,Q96DW6
O75051,Q9BQ08
P14598,Q14896
P04150,Q8IWV7
P41252,Q9NWS0
O94808,Q6PIW4
Q9Y3D3,Q8IWT3
Q02241,P84996
O60885,Q8IU81
O95218,P50225
Q8NFA0,Q15555
Q9NRG0,Q8IZU0
Q01085,Q92904
P04183,Q14194
Q9BYD2,P17026
Q15208,Q7L9L4
Q9UHI6,P43378
P46934,P32119
Q14192,P11831
P14625,P04179
Q8TB52,Q8TE96
Q99418,Q15438
O60832,Q96MX3
Q9HCE1,O75431
P04899,Q13576
Q13422,P24385
Q16643,P63092
Q9HCY8,Q08554
Q15910,P06576
P40967,Q96EA4
P10114,O43566
Q96CF2,P06733
Q15717,Q9H8W4
P15374,O00148
P25786,P35609
Q8N4C8,Q9HCS5
P16401,O95478
O60763,Q9UNI6
Q5RKV6,Q13868
Q8N3C0,Q6UY01
Q9UKV8,O94967
P02686,P49759
O43474,Q96JP2
P01106,O43660
Q6NUN9,Q9H361
Q69YN4,O60684
Q8TF66,Q13349
P0DJD0,A6NKT7
O95816,P12268
P61981,P07101
O15145,Q8NF50
Q3ZCM7,Q6ICG8
Q9UHY1,Q8N9S9
O15218,Q5BJH7
P43699,Q8NFH3
Q8NFZ5,Q9NY65
Q9NVI7,Q8TDD2
P04843,Q587J7
Q13526,Q6UY14
Q96RP9,Q9NSE4
P51957,O96019
P29317,Q9BW91
Q9UMX0,Q658K8
Q86VM9,P46060
O60216,Q92506
Q969H0,P26373
P54707,P29371
Q92614,P19105
P60866,Q9Y5A9
Q8N9I0,O00445
Q86UY6,Q9H0G5
Q9NRM7,Q6ZWJ1
Q5TC82,Q00839
Q14978,O15164
Q9Y2X9,Q15723
P46783,O43422
P40222,Q9H6S1
Q6QNY1,Q9NWB7
Q6IQ23,Q2M2I8
P02686,O75716
P51531,P21675
Q6UX06,Q9BQT9
O75147,P20618
Q9UH62,O43920
Q9H3Z4,Q96Q45
O00418,Q13424
P46379,Q92918
O15379,P49716
Q96FZ7,P60002
Q15046,P51151
Q9ULP0,Q9NUQ7
P49406,Q9BYD2
Q5JXX7,Q96F15
P51677,Q8WTQ7
O14757,O95644
Q15286,P49069
P01116,P78410
P01137,Q8N5R6
P19387,Q92567
Q8IVS2,Q9Y676
Q14839,Q6IQ32
Q969H0,Q14249
O95573,Q9NR77
P45985,O00757
Q12981,Q9HC97
Q12849,Q13148
Q16531,O94888
P17813,Q9UJ70
O00712,P62807
Q9BYG5,Q9Y6N7
Q9HB71,O43255
Q14164,P51148
P14866,P25786
Q16666,Q99575
P12830,Q9P0K7
Q9Y478,Q9Y3F4
Q16695,Q9C005
Q9Y520,Q8ND24
Q12797,Q8TBP6
Q9Y6D6,P05455
P40926,Q9HBL8
Q00341,O96013
Q15382,P46059
Q7L2J0,O95678
P09486,Q15582
O96018,P55789
Q9NWS9,Q05086
P11912,P57105
Q5JTZ9,Q5VWZ2
P25398,Q93096
Q9H0E2,Q9Y3C5
P01106,O14732
Q16665,Q9BTW9
P27824,Q9NRW3
Q96A22,Q99755
Q92731,Q8WUY1
Q12789,Q05086
P07437,Q86WC4
Q14192,Q8WY41
P61956,Q9NS25
Q9HCK1,Q96BT1
Q96RK0,P25205
Q16671,Q6P5Z2
Q9H2K0,P82912
Q96HS1,P38919
P38398,P49760
P02751,O00300
P27695,Q9NS37
Q96DX5,Q99877
P09382,O00308
Q12933,Q8N9M5
Q96G46,Q8TER5
Q92538,Q15149
Q9Y2W2,P09912
Q7Z698,P36957
P19784,O60333
O43169,Q8TDT2
P16333,Q9UQC2
Q15058,O76021
Q15029,P07814
P10636,Q13451
Q9BT49,Q9GZR7
P49792,P60228
P02545,Q08170
O43521,P25101
Q07666,P63162
Q6FHJ7,Q9UHQ1
Q00059,Q9BQ52
P63165,Q9UIS9
P05067,O43175
Q9UHB6,Q9NYL9
Q13153,P38646
Q9H4E5,Q5TH69
P02776,Q99616
P15408,P62888
P62877,Q8TEB1
O60341,Q8IZL8
O75147,Q16186
Q6UX71,P21815
Q70CQ2,Q6UXG8
O76011,Q9Y2K5
P57105,Q9NWH2
P34897,Q9NPE2
P31689,O00429
Q14318,O75396
Q9UQE7,Q12952
P54840,Q86XI6
P63261,Q9NPF5
P60370,Q5TA82
P15735,Q07065
P68431,Q13185
O15466,Q96FL9
P50221,Q12982
P63010,Q13618
Q8TB24,P61353
P62837,O15344
P61221,Q8TAE8
P12956,Q71F23
P19525,Q13007
P05023,P04150
Q03468,Q96ST2
Q86YD7,P52747
Q14839,Q8N1N4
Q9HD43,Q6WKZ4
Q13571,Q5T700
P04637,Q86VQ1
P56270,P49450
P31749,Q9UGI0
O00398,Q9UJT0
Q86VM9,P20700
P46937,P15924
P02489,O60636
Q14244,Q8IYB3
Q9UKR5,P49841
Q9H5K3,P35499
Q7Z7L1,Q14152
P35626,P51679
P25685,Q86UY6
Q12849,Q02543
P08134,Q06830
Q5XPI4,Q9BYU1
P05067,Q16560
Q13043,P33993
P39060,Q9BXJ1
P19784,Q15572
Q92614,Q5BJH7
Q92905,Q9Y3F4
O95235,P16070
Q92538,Q04637
O75439,O75027
Q96RF0,P25440
Q02880,Q92542
Q9P032,Q9NPE2
P51114,P32322
P17987,Q9H2J4
P13693,P32969
Q15418,Q969V3
Q9NV88,Q6P9B9
O95047,Q6ZUI0
P04637,O94806
P02768,Q16531
O60749,Q8N5U0
Q09161,O75150
O75787,Q401N2
P78406,A1A4G5
P68032,Q92917
Q66GS9,P33981
P49736,Q7L7L0
Q8WXA8,Q7Z2K6
P09038,P34741
P41218,Q9UNX4
Q9NQC7,Q9UNF1
A4D1E9,P40926
Q9H5J0,Q9NXS3
Q96LZ3,Q9Y2K2
P49862,Q8WV44
O95985,Q8NHV4
P84243,Q04725
Q9H0R8,Q9UKV8
Q7Z434,Q13601
P10253,Q14697
P38159,Q6ZNJ1
P22392,Q8TCU6
Q96QD8,Q9Y3E0
Q96JH7,Q9Y343
Q9BZK7,Q9Y3Q8
P04899,Q9H1C7
P78371,Q9BVA0
P35609,Q8IY33
P49590,Q7Z2W9
Q9Y2R4,P17026
O75251,P28331
P09668,Q86UG4
P56545,P35520
P05067,P49638
P63000,P17302
Q9UM54,O43426
P32246,P01040
P02686,Q99683
P47756,Q9NZ32
Q13153,P62269
Q8TAD8,P61326
O14776,Q15233
Q5UIP0,Q86UY6
Q9Y2R9,P79522
Q15788,Q86XD5
P42858,Q02241
Q96ER3,Q8WVQ1
Q13352,P51608
Q9H583,Q5BJD5
P11142,O60333
Q9Y219,Q8WTR8
Q5TC82,P56270
P24752,Q14157
Q9NRW1,Q5JT25
P54826,P55000
