Q8TBF5,Q8TBF4
Q7Z406,A4D2B0
Q96T52,Q9UGQ2
O43678,O15054
P68402,Q8N387
Q7Z6J6,P61575
P53778,P59536
P11279,Q8N2I9
Q5VSG8,Q99856
Q9Y468,Q9HCM4
Q9Y279,Q9UNN8
Q6QNY0,A8K7I4
P61366,O75140
Q9UBC2,P19013
Q9UBB6,Q01453
P60673,Q06055
O43711,Q9HBL8
O15197,P23945
Q9GZP4,Q15942
O95149,O14972
P58107,Q96E14
O95243,Q8IWS0
O15389,Q8IZQ1
A8MV65,Q8NFU7
O95183,P51826
P42226,Q9NXN4
O43405,Q5VWC8
Q8N8E3,P28347
Q5T5X7,Q6XZB0
Q96CT7,Q76FK4
Q05655,P08567
Q12905,Q969Q6
Q9H015,Q92696
Q9UN75,O95817
Q9NRP4,O15146
O60547,P78383
O43526,Q8NGC1
Q9BY21,O15529
P50747,A0A087WSY6
P48051,Q7Z570
Q8N9T8,P98171
Q8NER1,Q9HBE1
P21506,Q9NZF1
O95977,Q5JUX0
Q9H7C9,P09529
Q9BYP9,Q08493
Q9UMY4,Q9UKA4
Q9NPI9,A6NFQ2
Q5JTH9,Q6BDI9
Q12931,P52926
O15258,Q8N2H9
Q8NHP7,Q96EL3
P23434,P04921
O43143,P0C8F1
Q8TBZ3,Q3MIV0
Q15399,A0A0J9YX75
Q17RC7,Q6PL18
Q9UQC9,O60741
O75360,A6NGB9
P24387,P43243
P0C869,P78509
Q96SI9,Q6VAB6
Q9BU89,Q8NFM4
P26651,O43903
Q9NQS5,P22749
Q969M1,Q9Y442
Q6ZMS7,P41159
Q9BQP9,Q01826
P02763,Q9UBP9
P28290,Q6PFW1
P58182,P0C626
P51151,A0A1B0GVX0
Q8IVC4,Q96SW2
Q03431,Q12904
Q8WWX0,O00338
Q8NH02,O43559
P33552,A0A0B4J2A2
P19793,Q9BTX1
P98155,P05156
Q7Z404,O75840
Q6UWU4,Q9H1J7
P04156,Q9BQS2
Q9H3N1,Q6UXY1
Q9C005,Q86VW0
Q9H7C9,O95388
O95072,Q6UWM7
Q8NHX9,Q3SY77
Q9H0S4,Q9Y2W7
Q8IXH7,P05423
P62495,Q49AM1
P55103,P55895
O95447,O43570
Q9P2G1,Q96JB1
Q9HCE3,Q9NPB8
O14921,Q12887
P30536,O95237
Q7L266,Q15835
Q13506,Q09470
Q9BQS2,P33176
O14745,P63130
Q92521,Q08289
Q5W0N0,Q8N130
Q9P055,Q9H583
P35789,Q8N9U9
P50219,Q8N7R0
Q6ISS4,Q12805
P82909,Q96PM5
O60248,Q8IZF0
Q9ULT0,Q14CZ8
Q9Y2N7,A0A1W2PR19
Q9UPQ3,Q9H9F9
P62070,P08912
P11488,O43927
Q717R9,Q9NP08
Q9UN42,Q9NQ86
Q06828,Q6ZUT9
O15015,P47928
Q8NDT2,Q969R2
P32754,Q8N5I2
Q9P0V8,Q4LDG9
Q07654,O15350
Q96PQ0,Q9H160
O60888,P22392
A6NHC0,Q96EL2
P84085,O00519
P12235,P48723
O00501,Q15262
Q8NFZ0,B2RXF5
Q9Y6E2,Q8IVW1
O60356,Q9BV86
Q5VY09,Q9UHX3
O60240,Q8TCT8
Q8IXK0,O75083
O14764,Q6PID8
A6NHX0,Q8WWQ0
Q9NQT8,Q9UBS0
Q13797,O43548
Q9NP66,P10768
Q8TED1,Q06033
Q01629,Q16666
P60709,P23786
Q9BVK8,O95073
Q9BYN0,Q9NQW5
O95399,Q9NZ94
Q04609,P04053
Q96JQ0,Q9HDB5
Q8WYQ9,Q9NX65
Q99966,Q15131
P27824,Q53QZ3
Q8IZU0,Q9Y5T5
Q9NRR3,Q8NGB4
Q96AE7,Q96CH1
P35453,Q9NQ29
Q9UN30,Q9NPH6
Q96RM1,P85298
Q96A26,P0C626
Q9UGC7,Q9NPE3
Q03519,Q9H4B8
Q86V85,Q96C57
P27694,Q9UHX1
Q9Y4Z0,B1ANY3
Q16549,Q9Y333
P00751,Q9H2F9
Q16667,Q8N1F7
Q9Y5B8,P51451
Q71RC2,Q9C037
Q93098,Q96EY7
Q8NEP3,Q6ZSZ5
Q9NVC3,Q9BW61
P17481,Q9BV36
P26639,P50226
A6NMK7,Q9Y6F8
Q32M78,Q9Y5L3
Q8WX92,Q6PG37
O43592,Q9H3H5
Q9ULW5,Q96G01
P0C869,O76021
Q7Z3D6,Q8TAA9
Q02161,P50750
Q02083,Q96QT6
A6NDR6,Q4ZIN3
P42685,Q9H9V9
O75610,P49411
Q9H1A7,Q7RTY0
Q99501,P29374
P18077,P50991
Q8N3F8,P98187
Q8N6F7,P17980
Q11206,Q8NDL9
Q6YHU6,P49411
O15244,Q02246
Q6PEX3,Q96PC2
P13385,P52848
P53671,O15156
P13796,P49643
Q6EMK4,Q9NP72
O75683,Q8IY34
A6PVL3,Q96JQ0
P12694,Q9Y5T4
Q9P2W3,P32121
Q14997,P84157
P13196,Q6GV28
P47901,Q9BQI4
Q9H649,Q9BYE2
Q8IW41,Q9Y5U8
Q68J44,Q8NH41
Q5FWF4,Q7L2K0
Q92791,Q9GZQ3
P46459,Q9Y680
Q9HBQ8,P55735
Q9H0D6,O15399
Q86XP1,Q8N720
Q9NR55,Q9NPE2
Q8N349,P48065
Q13772,Q9UBX0
Q96CS2,O15091
Q9H2K2,O95777
Q9NR64,Q14999
Q6PEY2,O43257
Q9BQD1,Q6EBC2
Q6ZST2,P02458
Q9Y397,Q6P4F1
Q12792,O75880
Q5VV16,P13725
P0DN81,O00559
Q96N76,Q93038
P31946,Q9Y6T7
Q96B77,Q12864
Q15051,P40763
Q58WW2,Q7RTU9
Q02446,O95793
Q9Y6J0,P04279
Q969J5,Q5TA50
P55157,Q9BWS9
Q8TCS8,Q5T013
Q9Y6X4,Q9NZD8
Q9NWZ8,Q8N5D0
Q5VT25,Q5TAB7
Q9UHD1,B3KU38
Q16696,Q9UMW8
P52907,Q9UPU9
Q92823,Q969G6
A0A075B6T8,Q86SQ3
P27352,Q0VAQ4
Q9P278,P55263
Q8NFD2,Q12792
P40305,O94851
Q8TBE7,O95150
Q86UE6,Q9H2A2
P28290,Q96SJ8
O43861,Q5HYK7
O75832,P54289
P68543,P02458
Q6UWU4,O60518
P15692,P07202
Q9HC58,P13807
Q9BPZ3,Q9H0U4
Q9P1W8,Q6UB28
O94864,Q96PC3
Q9NY12,Q8TF46
Q9NRC1,Q9NQW1
Q9GZR2,Q07021
Q9NTU4,Q8NGC7
Q2TAP0,Q9P2Q2
Q8IWY9,E9PIF3
Q8N7H5,O00291
Q9Y6N8,Q9BWS9
Q15907,Q7Z4W2
O60921,Q8WWM9
A6NHG9,Q9H7P6
Q6IPT4,Q8IZ21
O00635,Q8WXX7
Q07627,Q6P587
Q9Y3T6,P17987
Q14914,Q8TF01
Q9P1Z3,Q8WXA8
Q14244,O60299
O14618,P20594
Q92794,Q9BRY0
P49447,P14416
Q8N4X5,Q9Y2S7
Q14147,Q9BW62
Q9BT30,Q9Y223
Q8IUH3,P17252
O60248,Q9Y6R0
Q8TCG1,Q8IZQ8
Q96IK1,Q9Y6X9
Q6PEW1,O14904
O15541,Q16854
Q96T88,P61278
P10809,Q02094
Q01740,Q6KC79
P41181,Q9Y5P4
Q8N999,P18564
P50616,Q9UQQ2
Q96HZ4,O43399
P0DPD6,A0A1B0GUW6
P01011,Q9Y252
P05230,Q6P4A8
P42696,P27037
P13164,Q96PN7
Q9NWF4,O94832
Q8IXI1,Q8N4S9
Q9H4I0,Q9HAQ2
P40424,Q8IYS1
Q7Z4G4,Q14116
Q02040,Q1ZYL8
Q9H3H5,Q53RT3
Q5TD97,Q8IWB1
Q6EKJ0,Q96FN4
Q9H3H5,O00221
P59796,P59046
Q15911,P31994
Q9NYK5,Q8WTV1
Q9BQC3,Q8TBZ5
P49366,O14920
Q5JPI9,P26992
Q96P56,Q9HCZ1
Q8N1H7,O75310
Q96HR3,Q15678
Q9UBW5,Q96F24
Q6J4K2,P28324
P10074,Q6AI39
Q9UM47,Q8NGN5
Q6UX52,Q13438
O00206,P05230
Q9BSJ5,Q96RI9
P33076,P00734
P25815,Q9NRJ7
Q9UJX0,Q9BWT1
Q8NI51,Q9HBL6
P10523,Q01523
Q9Y673,Q9UQQ1
Q13021,P35268
P78314,P17480
P22087,O00189
Q9Y4B6,O94777
Q8IWU4,Q7Z6L1
P52824,Q9UBX3
Q96LD8,P0CG41
Q9NZ81,O75330
P25685,Q9BRL6
Q9NY37,Q9P2J2
Q92835,Q6ZNK6
Q9Y6E7,Q14210
Q9UJX3,P43251
Q68DH5,Q9H175
Q9NRX4,O95415
P10643,A1X283
Q7Z5Q5,O95833
Q6IQ32,P51161
P02671,Q96GV9
Q9H9E1,Q99424
P51957,Q9UMR3
Q96AE4,Q96PN6
Q9H008,Q9Y2I8
Q9HA82,Q96E40
P51790,P42785
P21941,P0C263
Q96L50,Q9UL54
O00217,Q8NAT1
P09936,A6NEQ0
Q99575,Q9HC10
Q9Y5T5,Q96PV7
Q14623,O95665
I6L899,Q96LW4
Q13555,P47712
Q9H3U7,Q9NYL5
Q14781,O75563
Q8NGB9,Q8IYV9
Q0P5N6,Q9NPI6
P59045,P14920
Q03060,Q9UJM8
Q6NT89,Q92871
P14672,P78415
Q9BZF2,Q96HU8
Q8WW38,Q02153
P40763,P28356
Q9UMX2,Q5W188
P11487,P30411
Q8TEA7,P13995
P14902,P20338
Q9UIL1,P04424
Q9BV68,Q6NYC1
Q96FI4,Q8TEX9
Q9NRS6,Q96S53
Q9BXX0,Q9BPX5
Q9NVM6,Q9NZS9
P02655,Q2M389
O95486,O75569
Q9BXB4,Q16594
O95754,O00468
Q9P0N8,Q9Y5R8
Q8NCU7,P12814
P62316,O43490
P08621,Q9Y4I5
Q12982,P01568
Q14186,A0A0C4DH73
Q9NQ69,P43003
P04234,O15155
P15813,Q2M2D7
Q92858,Q9H7P9
Q9UBC3,Q9UII4
Q8N4F7,O14770
O00339,O94777
O43929,P82914
P07492,Q13057
P20929,Q8N9A8
P60763,Q9NTG7
O95757,Q8TD26
Q5JNZ5,P48546
P35499,Q5W0B1
Q9HAU5,Q8N8N0
Q96RR1,P22792
Q8WWW0,O75840
P78509,A0A1W2PPM1
Q9BZE0,Q15386
Q6IN97,Q8TAT5
Q9H2H0,Q15005
Q16635,Q9BV44
Q9BQS2,P32418
Q9BYS1,Q8IXB1
Q86TL2,Q8NDY6
P43681,Q96K19
O43805,Q9UJF2
Q9NV79,Q96KC2
Q8NGJ6,Q9H598
P0DPF4,A2RU67
Q96RL1,Q9H9Q2
A6NMD2,Q8NFG4
Q99808,P55058
P05106,Q9GZN6
Q8NGQ1,P55056
O60682,Q9H892
Q6WRX3,P51589
Q9H0R8,O75881
P12236,Q9H3S5
C9JLJ4,Q6ZV73
Q147X3,Q9UII2
P12755,Q99962
Q9HCU9,Q8NA29
P63279,Q96F44
P34810,Q9Y2W3
Q08334,Q6NY19
Q9BQY6,Q08AM6
P10321,P62917
O94889,O14625
Q5W186,Q9NS56
Q63HK5,Q5M8T2
Q15771,Q96JM3
O75175,A8MQT2
Q13617,Q14CZ8
Q9HA72,O15297
Q8N2H9,Q8NHS0
P0DN37,Q8WU79
Q9UJX4,P13797
Q96IP4,Q8IWZ8
Q96RP8,Q9Y5N6
Q96T83,P49641
P06899,Q9BR76
Q9UFF9,Q8TDX5
Q8N8Y5,Q99665
Q9HB75,Q7Z4N2
Q96QP1,Q5VV42
Q96FX7,Q6UUV7
O95881,P60880
Q86YH2,P62684
Q92870,Q5SRR4
P03971,Q5VWG9
Q5H913,Q96JG6
P08195,Q8NAV1
Q15672,O00567
O95208,Q8NGF6
P09238,Q5T0T0
P60033,Q9Y5Z0
Q8N4H5,O43293
P09017,P50914
P01594,P43088
Q9HC84,Q7Z5P9
O15370,Q8NGP3
Q92750,Q86SF2
Q8NCL9,P30566
O94805,Q9BYR8
O60264,Q96JC1
Q8N6H7,A6NLW8
Q96D71,Q9BTE0
Q71RH2,Q8NFU3
P41223,Q6ZYL4
Q6ZMS7,O14798
Q9NZC2,Q9UPZ6
P27037,Q96RF0
Q15057,Q30KQ6
Q6PIF6,P54652
Q5T601,Q9H5J0
Q9Y6E0,Q6BDS2
P54793,Q96PN6
O95255,A0A0A0MT36
Q9UMN6,P48506
Q6IQ22,P56589
O15382,Q16537
Q86WQ0,P09326
Q9H3Y6,Q9NTI2
Q9UF11,Q5PRF9
Q9UKV8,Q9H1E5
Q4G0N4,Q969L4
Q2M2H8,A1A4Y4
P29508,Q96K62
Q9Y5M8,Q9P0W8
P35557,O95602
Q9H1P3,Q7Z7L1
Q9P055,P28702
Q9Y605,Q9BVA0
Q6P499,Q8N4B1
P31415,Q9NRW1
Q99571,Q15027
Q9NPB0,P62263
Q8N2W9,Q96D98
Q8TDQ1,Q66K66
Q9UQ90,Q15370
P17661,Q9HCM1
Q9UMX1,Q9H173
O75074,Q8TB92
Q9Y2V3,Q9Y262
P17655,Q13310
Q8IY21,Q3LI83
Q9NNX6,Q9H4L7
P0CK97,Q8NBS3
Q9NY72,Q9BQI9
Q9H4A9,Q86UD4
P55283,Q9H7V2
P29317,P22003
O43347,Q9Y2D1
Q6P2E9,P49458
O15164,O00222
P16383,P04843
Q5PSV4,Q96RP8
Q8NGH9,Q14916
Q9NWZ3,Q96IZ2
P31997,P16619
Q9P2D8,P22303
O15240,Q96DT5
P12525,Q5DT21
P42126,O95433
Q86SG3,A0A0C4DH32
Q9UIF9,Q8N720
Q6NUM6,Q06033
Q9H2D1,Q4LDG9
P29350,Q9Y2G4
P11177,P49761
Q6Y288,O75030
Q96PE5,O75309
Q9NR81,Q9UL36
Q13151,O14521
P61574,Q6P087
O76014,P0CG48
Q9UBS5,Q8N690
P17036,P61326
Q4VC39,Q63HM2
P29373,Q9H3S1
P35658,P59665
P58658,Q6T423
Q9NYM4,P23921
Q13304,P05549
P07437,A6NI15
Q92502,Q16877
P09067,P47914
Q00577,P35080
Q13324,Q9UIF9
Q8NGN6,P78508
Q9C056,O75333
Q8TAA5,Q8IY49
P10911,P28330
Q9BS86,Q8WXD5
Q8NGF8,P16109
P41180,Q9H9F9
Q9HB21,Q9P296
P20062,A0A0B4J2D9
Q14766,Q96PX8
P0DI81,Q02241
Q4G0N0,O15327
P10451,Q8TCG2
P48443,Q9NPC8
P31785,Q8NH42
Q56P03,P98174
Q86VF7,P62861
Q9Y483,Q8N165
Q9NRP0,P02549
Q92772,O60662
P30040,Q96A46
Q9H706,P81277
P51679,P17861
Q9C0E8,Q6ZT98
Q9NZN1,Q96CX2
Q9Y345,O00180
Q16553,P04843
Q9NZC9,Q9Y3E2
P14138,Q14588
C9JN71,Q96T37
Q9UNA1,Q5H9L2
Q969P0,Q9Y446
Q96BU1,A0A087X1G2
Q96K83,P10588
Q8N8Y5,O75309
O00488,Q9Y289
Q4G0Z9,O95900
Q93100,Q16739
P17483,Q9BUE0
A6ND36,Q9H2X0
Q8TF40,Q9Y6Y8
Q96Q27,Q86Y07
P69208,P31937
Q9NZG7,Q7L8C5
Q9Y263,Q9Y520
Q3SY52,O95977
P02808,Q02080
O94856,Q9H8J5
Q6ZNB7,O60487
Q8NHP7,Q96PF1
Q92503,Q92496
Q8ND07,P01706
P15907,Q96M95
Q8IWU2,Q99457
P12757,P60201
Q9NVE7,P35222
Q96C45,Q9HCR9
O14613,P08729
Q9H461,Q9UJ14
A6NN92,Q05925
Q9UNY4,Q9BZF1
P27635,Q8TAQ2
Q0VD86,P27540
Q9NTI5,Q9C0B7
Q9UKJ3,Q70Z35
P62820,Q13416
G2XKQ0,Q13936
O00443,B0YJ81
Q9BXU9,P0DP03
Q96CS3,Q6R6M4
P01601,Q9Y4C1
Q86XN8,Q86UT5
Q16512,P0CG41
P62308,Q96F86
P09012,Q8IU68
Q9NP55,Q14344
Q14814,P05198
Q96DV4,Q9BRV8
P28289,Q9HBA0
Q9NR20,Q9Y5P6
P09471,Q92552
Q6ZUX7,Q9H0D2
Q15198,P08754
O00631,P02751
Q9BZ67,Q92618
Q9H4G0,Q5JXA9
Q9BXH1,Q96S55
Q9NY72,Q5VWM3
Q9UBY5,Q9NX63
Q9UC07,P35398
Q8NH89,Q9NXE8
Q96FS4,Q8N729
Q8IZ26,Q8IXV7
P49910,Q8NFK1
Q16322,Q8NCK7
P05771,Q15276
Q9BPZ2,P54136
Q14126,Q5T9A4
Q8N8Q9,Q86YD1
P35226,P35916
Q12772,Q969T9
P11168,O00311
Q9H9P5,Q9Y5E4
Q9Y694,Q15723
Q8IVG5,O94760
P09093,A8MTJ6
Q13242,Q96N95
A0A087WSY4,A6NFK2
O43815,Q13049
O95716,P15882
O75394,P11215
A8MXV4,P22748
Q14451,Q99417
O15105,Q15270
Q8N7R1,Q92781
Q3MIS6,Q12882
P00966,Q5MNZ9
Q6PGN9,Q8WTT0
P02647,Q96JD6
Q9Y519,Q8IZV5
O43657,Q70UQ0
P08922,A0A1B0GTS1
P16035,Q92982
Q99445,Q8TF63
Q9Y5F3,Q86W33
O43169,P48651
Q5UCC4,Q9BYZ8
Q9NPA1,O75594
P01764,Q14669
Q9HAN9,Q96KV6
Q8NGN1,Q7Z5H3
Q3SXM5,P61587
O43292,Q8TEW0
P04217,P0DOX3
Q9NZH4,Q96RL6
Q99467,Q8N6M0
Q96P67,Q13683
Q8NGE2,Q06495
Q5JX69,O75204
Q9Y333,Q9Y5L0
P05014,Q9UPQ0
A6NF36,P56179
Q9NS98,O75718
Q6A162,O94788
Q8NCG7,Q330K2
Q92621,Q9GZQ3
P29120,E9PJ23
Q92956,P51451
P21127,P62995
O60825,Q15907
Q92522,P49895
P14384,Q9NQ33
Q2VIR3,Q6PI25
Q15306,Q5T653
Q7Z7M1,Q14190
Q86Y07,Q9BZD6
P36551,Q9NSV4
Q9HCC0,P34947
Q9UN66,P32119
Q9UFV1,Q15013
Q14246,Q15435
Q9HD67,Q86XR7
Q8N3X6,Q9HA47
Q01085,Q9Y2H6
P61009,Q5H9M0
P51786,Q8WVR3
P61204,Q8N108
Q8TDQ7,P37198
Q96AH8,O95478
Q5T5M9,O75352
P15036,O95376
P68036,Q8NGD0
Q8N5Y8,Q9HCH0
P43026,P53673
Q8TEA1,Q3KNW1
Q6IMI4,Q9P2W1
O43174,Q9HAE3
O43541,Q7RTY9
O15072,Q8IVG9
O14810,Q12866
Q86VI3,P49795
P01859,Q9NRY2
Q96T49,Q99808
Q9GZZ7,I6L899
Q8N1B4,P37108
Q9Y5E5,Q8NF86
Q15399,O95455
Q9H4S2,Q8IVF7
Q96NI8,Q8TAE8
Q9UKX5,Q86SF2
Q5K4L6,Q86XN6
Q2M3X9,Q8TB72
Q9Y5E6,Q9ULV0
P09471,Q86VS8
O95475,Q8WUY8
Q9BY44,Q9UBX7
P36873,Q7Z5A7
O00429,P22894
P14384,P35520
P53794,O94925
Q96HA8,Q9Y5G0
Q8WW24,P32243
Q9H944,Q53FA7
P41091,P46199
Q3T906,P55211
Q6A162,O95190
Q9BT49,P25391
Q86U17,Q32MK0
O43508,Q5VWG9
O43174,P51398
O95866,F8WBI6
Q9BRT6,Q9C0D0
P52737,Q96LD4
O60493,P30408
Q8TDX9,O43251
P19634,Q9NW15
O15265,Q9NRC6
Q96R72,Q5JTZ9
O95167,Q86XK2
A6NET4,Q6ZP80
P60891,Q9Y5P8
P29353,Q13614
O60245,P32243
Q9Y530,Q8TF47
Q9Y345,Q9Y5E8
P51451,Q8NFI4
O75164,Q9NQG7
P01589,Q8IX30
Q5VTL8,O43670
Q7Z333,Q8N2Q7
Q9UQV4,P04141
Q9UHK6,Q68D10
P51854,Q9Y6X0
Q6A162,Q86X19
P05230,O75386
Q9BRV8,P28161
Q9NZ09,Q9NQW1
Q6ZSS7,Q15738
Q9NRC1,Q8WV07
P80511,Q9P243
Q9H3P7,Q96M86
Q8IX12,P51398
Q01064,O43521
P56470,Q9UM11
A0A075B6N4,O96028
P36406,O60519
P60852,P0DOX8
Q9UGH3,O00194
Q05315,O15466
O75717,Q17RB8
Q5T3J3,Q9NQ31
Q9BR09,P22079
O43813,Q13952
P55145,Q96F44
Q8IW92,Q08495
P42568,Q5TZJ5
O14639,A6NEM1
Q5HYJ3,Q13813
Q9H4A3,Q08AG7
Q9BXF6,Q5TCZ1
Q86TB3,Q9Y458
Q9P0L9,Q14894
Q8N159,Q70CQ4
P26441,Q96IU2
Q9H7Z3,Q5H8A3
Q9BSW7,Q7Z4H9
Q9NYV9,Q13106
Q7Z404,Q69YW2
Q7Z5Q5,Q9UK73
Q15648,P08138
Q17RF5,O15431
O14904,A6NDS4
Q6NXT6,Q9Y399
Q96CW5,Q96CD0
Q8NCG5,Q9BZM6
O14746,P35998
P07766,Q6ZN17
Q9H8W4,Q5R372
Q8N8G2,O14646
Q96JX3,Q9UPW0
Q6A1A2,O75489
A8MRT5,P26842
Q9NUW8,P60228
Q8N3H0,Q7LG56
Q96LB8,O15072
Q8N7K0,Q96K30
Q02539,P61011
Q6PEX3,Q6P5R6
Q99469,Q9H190
O60481,Q8WW01
Q8NBF6,Q96NY9
P05181,P0DP24
Q8TDE3,O95832
Q5T1M5,Q9NUL5
Q2M3C6,P52306
Q14141,Q92783
A6XGL0,O00411
Q9UKV8,Q9H3K2
Q6W4X9,Q8TDL5
Q8IWT1,Q6T4P5
P56750,P32322
Q96BM9,A6NHQ4
Q6NUN7,Q08379
Q9BXP8,P53396
Q8TAL6,Q9NVR7
Q8N4T8,P48729
P35610,P18074
Q86UX7,Q6UWB1
Q9NZK5,Q8TEW8
Q96MN9,Q7Z3S9
Q9UKP4,Q9BXW9
Q8WVD3,O60806
Q6PIV2,Q13618
O95562,P29375
Q2VIQ3,O94911
Q6UY11,Q96L33
Q96J94,Q13351
Q8N302,Q8IV77
Q14088,A7E2Y1
Q13794,Q6P9A1
Q7L775,Q9BX63
O95428,O14613
O75056,O00478
Q63HQ2,P02776
Q9UNE0,Q8N387
Q9H204,P21728
Q6UXY8,Q92785
Q13508,P51946
Q96LR2,Q9P2X0
O60237,P48169
Q4VX76,Q9Y2H0
Q8N4B1,P35346
P51157,Q14721
Q16394,P61106
A2RUU4,Q9UPA5
A6NKF7,Q15722
P26992,O60844
P10914,Q9UFF9
O43155,Q86US8
O75578,Q6JVE9
P14678,Q96H22
P60891,P04217
P26599,Q6P050
Q6ZUT3,Q13395
Q9BSJ8,Q96RN1
Q9Y6Q5,Q15036
Q8WXF7,Q8IXT5
O14763,P81877
P0DSE1,Q03519
O95754,Q96QF0
Q9UDX4,Q01973
P23510,Q17R89
Q9P2K5,O76096
O94985,P31267
P55268,O94966
Q9NZV1,Q8IXZ3
Q8NGH5,Q9H7E2
Q9NPG2,Q6ZNX1
P08579,Q86V86
P34947,O75531
Q9NVC3,Q96SA4
Q9BXB7,P61962
O60641,P46087
Q9BX51,Q03701
Q9NST1,Q8IVY1
Q9GZK7,Q8TEF2
P55145,Q99572
Q8N7R1,Q8NCG5
Q9BQ67,P61923
Q9C0B5,P35527
P30518,Q13439
Q96AY2,A4D1T9
Q9BY64,O75928
P11464,Q8TAG6
Q68CQ4,Q6ZSU1
P25090,Q9NSA0
A0A0A0MRZ9,Q8IXT1
Q13094,O94900
Q8WWP7,Q2QD12
Q96HE8,Q99712
Q96DN6,Q9NWQ8
Q04844,Q8NFP7
Q13217,Q9H2G2
Q13263,O75452
P53677,P28676
O14686,Q9Y2Y9
Q9Y5Y9,Q68D85
Q8TF42,P62736
O60603,Q6RSH7
Q14761,A6NM03
Q7LGC8,Q99611
Q96IV6,Q8TDS7
Q8N131,O95672
Q9UIX4,Q9H175
Q9NWW5,P48643
Q99550,Q8N9Z9
P13500,Q9BTE1
Q8N6H7,Q5XKL5
Q9HBM0,Q9WJR5
Q8NGJ7,Q8NGN5
P78552,Q14696
Q9Y3C7,Q9P0K8
P45452,Q9Y6C2
Q9NP84,P52789
Q8TC99,Q13356
Q9NXC5,Q9BYC2
P68133,P51398
P29558,A5D8V6
Q8WWZ7,Q7Z478
P0C7X4,Q9Y2L1
Q9UKY3,P01615
A0A0A6YYC5,P11230
Q9HB14,Q9UHV5
Q99418,O75388
Q9P0W8,Q9UIH9
P15924,Q9BW92
Q9Y6Q1,P0CJ73
Q96II8,Q92765
Q13237,Q5T6X5
P28221,P14316
A0A0B4J1U4,O94988
P04155,Q8NCT1
Q96KS0,Q96SR6
Q16526,Q9UQ16
Q9NUQ6,Q8NAT2
Q86WG3,Q9BWE0
Q9H1C3,Q7L5Y9
Q14954,Q8N5M9
Q13939,P0DPB6
Q71RH2,Q02750
Q6P5Q4,Q6ZQY3
P23786,O60779
O75365,O75607
Q86SE8,Q8NGY3
P34995,P10720
Q8N1I0,Q9NZG7
P62942,Q8NE01
Q9BTF0,O14514
Q8NE79,P15328
Q49AN0,P07327
Q16445,O60262
O75044,Q9P0I2
Q6ZSZ6,P34925
Q7RTR2,Q9Y2S2
A0A0C4DH41,O60232
Q99551,Q12955
Q9BSJ8,P25098
Q8N8C0,P24468
P11465,O43374
Q9H8Y8,Q6ZTA4
Q02556,Q96RP3
Q9P2D8,Q6PFW1
Q8TE99,Q9BZ95
O95630,P78412
Q8N668,A0A0K0K1E9
P36873,Q92847
P0DMU7,Q9Y2C3
P04637,Q8TF61
Q6PIZ9,Q96KP1
Q96EC8,Q9H8M5
Q6UWK7,P16220
Q16531,P08686
Q6PID8,O95988
Q9Y5R4,O95302
P05187,Q9H902
P23396,P0CG21
O95502,A0A1B0GX56
Q6P474,Q9Y2W3
Q96DR7,A0A075B6J9
Q13308,P13994
Q9BRQ4,Q13596
Q9Y2W7,Q8N2I9
P18621,Q99741
P28289,Q8WV99
Q9BRK0,O75586
Q8N7C0,Q53H80
Q6P1J6,O60911
O00244,Q4VXA5
Q8NCD3,Q6ZT12
O00321,Q8WX77
Q86T24,Q9Y6U7
Q96PD5,P36508
Q93062,P32302
Q9NXE4,Q9NUJ3
Q13509,Q9UGI0
Q3KQU3,Q13574
Q70CQ3,O00338
Q9H6R3,Q2TV78
Q6IQ32,Q6P9F7
Q8NHC4,Q99447
Q9UJD0,Q86VL8
Q5R372,Q9HA38
Q15155,P61758
Q9HA72,Q6PIF6
P12644,Q9HCE9
Q9Y5X1,Q9UJX5
Q07283,Q96F15
P14384,Q8TF08
Q9BTK6,Q7RTU3
P52790,Q8N114
Q5VY09,P41159
P20042,Q15319
Q92564,O15527
Q9NP81,Q96JB1
Q9BZF2,P62834
Q9BZF3,P20809
Q9UK61,Q96LC9
Q9P0M9,Q8WWG9
Q12768,Q5T6F0
Q9ULK0,Q8IVF5
Q96A46,P22626
Q8TBZ2,P61326
Q13444,P07099
Q13177,Q9HBT8
Q8N485,Q9UBP4
Q9BZR8,P01814
Q6PL18,Q9HCN4
Q12889,Q15181
Q13797,A6NKF7
Q86SM5,Q7RTS7
O43150,Q6P9G0
P59535,A0A075B6S5
Q8WWZ1,A2RUS2
Q8IYR0,P56545
Q9BVW5,Q9UDY8
Q9H3N1,Q8NGI0
D3DTV9,Q13255
Q13113,Q9H583
Q13936,O95059
P08620,Q9H714
E0CX11,Q8N8J7
Q6PKX4,Q8N436
Q9Y5F2,P08651
Q9NYW8,Q9BUN8
P28072,Q7Z4T8
Q96IK0,Q7L3S4
Q8N8N0,Q96H40
Q9BQD7,Q8TF47
O75912,Q8NH49
Q9BZE3,P15529
Q9BXL7,O15075
O43390,P28702
P78412,Q15527
Q96JN8,Q9UH03
O00515,P63096
P48449,Q569H4
Q9ULQ1,Q7Z3V4
Q9Y5G8,Q8TF61
Q9UQ84,Q8NC42
Q58EX7,P37231
Q86VW0,Q9H0U6
Q8WTU2,P15976
Q8N6W0,P63279
Q6UW01,O00560
Q9H254,Q00526
Q96T76,P0CI00
P14653,Q6YHK3
O94856,O15235
O00712,P14927
