Q8TBF5,Q8TBF4
Q6YP21,Q9BXY4
Q13015,Q9Y3D7
Q9Y5G3,A6NK75
Q9ULE3,Q7Z589
A5PKW4,A0A0B4J2A2
Q96P31,Q6WCQ1
Q96P26,Q96CB9
Q9Y4Z2,P12821
O43852,P48681
A6NKX4,Q01959
Q9UMS5,O95237
Q96C55,P23490
Q9UI08,O75841
P23469,P17538
P42166,Q8N4C6
Q9C026,Q9UN75
Q14451,Q9HBU9
Q9GZV9,Q5T280
Q96CN9,A6NC51
P23109,Q9H9S0
O95843,Q96PU5
Q66K14,Q2WEN9
P52569,P56693
P25874,Q9ULK5
Q13203,Q9HC29
Q9UM47,P33260
P30550,Q6P2D8
Q9BZ67,Q8IWA0
P01024,Q8TC36
Q86UG4,O43896
O00400,P18545
P35408,Q5VV63
Q13501,Q8IVF4
Q96P53,P09486
P35610,P30039
Q1W6H9,A0A096LP49
Q8IZJ6,P36871
P04843,Q14153
Q5VW32,Q9HCK4
Q9UJX6,Q15797
Q5T215,Q8IWE5
Q8NFY9,P17010
Q8N448,O00237
Q9Y2G4,Q92858
Q9C075,P61328
Q8N6M6,Q9HCL0
Q8IW35,O75037
Q15761,Q9P2D0
O75185,Q8IZF0
Q2M1Z3,Q92185
Q02040,Q99459
Q96LR2,P26371
Q96IR7,P04198
P47804,Q2M3W8
O43865,P02042
Q9C0H9,Q92820
Q01850,Q9H714
Q96P16,O00321
Q8WXJ9,Q59H18
P05783,P46777
Q9NSC7,Q96RD7
Q8NE63,B5ME19
Q92902,P17014
O14798,Q8ND56
Q15528,Q9NQ84
P49675,O76076
Q15661,O15244
A0A1B0GX56,Q96DA2
Q8N2H9,P55795
Q12999,G9CGD6
Q9NZK7,Q99543
Q96HR8,Q8IY82
Q9UNH7,P63252
Q9ULK0,P58876
Q9BYJ9,P20800
Q9NRY5,P29508
Q8N488,O43561
O00421,Q8NE09
P10911,Q9BX66
Q9Y6N6,Q96CJ1
P07814,Q16854
Q14863,Q8WXA8
Q6PI78,P43626
Q6ICL7,Q9H5V8
P02747,O60573
Q15155,P17301
P40879,Q6NUQ4
Q9NPL8,Q3LI73
Q2TBE0,Q8TEQ6
Q9BRX5,Q9Y6C5
P32189,P49286
P0DPK5,O14617
O95399,Q02535
O43776,P43353
Q92804,Q9Y615
Q96LZ7,P20794
Q92759,P09525
Q99575,Q9UGI8
Q96S15,P49746
Q8TCJ0,Q3ZCQ8
O00399,P35968
P20336,Q15699
A0A0J9YXY3,P01593
Q13137,Q14532
Q96M63,Q9Y2Y9
Q9NYV7,Q8N6M0
Q8WXH4,Q6ZW33
Q7L5L3,Q96ER3
Q00889,P22004
O60486,Q8N682
P57789,Q9H792
O14498,Q8N1L9
P15863,P57682
P18847,Q9H2W2
Q9NRR6,P09544
Q3LI70,Q8N1T3
A1KZ92,P0CJ75
Q5R372,O43493
Q9UL01,Q8NEG7
Q13268,Q99928
O43365,Q6QHK4
Q685J3,P00441
Q8IY17,Q13029
Q8N7N1,Q01826
Q8WXG1,Q8IUN9
P35968,O75177
Q15620,Q9Y282
Q86U42,P0DJD9
P07858,Q9NVA2
Q86UX7,Q5T653
Q92766,Q00325
Q9BSK1,O14949
Q8NBJ4,O43900
Q9H2X3,Q6PDA7
P25098,Q9GZS9
Q9UHV8,P10275
Q6ZTI6,Q9UPZ9
Q9NQX3,Q96QE3
O60729,O95076
Q15327,Q8IYY4
Q9H944,Q9Y5H8
Q96J01,Q7RTV5
Q9H0E3,P61224
Q7RTT9,Q9BSA4
P61129,O60299
P49223,A4D1S5
Q75N03,Q96NI6
A6NFQ7,Q9Y5Q3
Q6UXH8,Q9UBI9
Q6UWU4,P09917
P59998,Q6P5Q4
P48739,Q66K74
Q5H9T9,Q9NWU2
O14678,Q6UWN0
Q96P48,Q9UNN4
Q70YC4,Q14938
Q99944,P56962
Q96PU4,Q8NG31
Q5FWF4,Q5TCQ9
Q6ZMC9,O75626
Q86Y97,O75794
Q9UKL0,P10767
P21217,Q8IXH8
Q6V1P9,Q9NUD5
Q9NR19,P10275
Q02086,Q9BYD2
O95180,P18887
O75746,P43378
Q8IZT8,Q96DZ5
O75928,Q16740
P30990,Q9UDY6
Q9Y3C1,O43847
Q9NZH6,Q96A56
P98196,P19623
Q01151,P57054
Q9BT81,Q8IVG5
Q99607,Q9UI38
P36402,Q9NQC3
O00584,Q06787
Q9NZU1,P07305
Q13487,P15248
P0C5Z0,Q9H2F5
Q7Z3J2,Q96LR5
Q969L4,Q8NC60
Q9BXW7,Q04771
P0DPK5,Q8TD84
Q12874,P15328
A5PKW4,Q8NH85
O60422,Q6P5Q4
Q5TD94,Q969P6
Q9UGI0,P55895
Q13237,Q7Z7A4
Q9UI32,Q9NQU5
P31639,P53804
Q96LB9,Q5SZJ8
P20718,P32455
Q3LHN1,Q9ULW8
Q9H7B2,O75438
P30793,Q9H8M7
Q9C0B6,Q9HD23
Q96HY7,P06899
O95484,Q9UNP9
Q86VY4,Q96JK2
Q6DRA6,Q8N5M9
Q16633,P05177
O94888,Q7Z5A4
O43167,Q6ZVD7
Q8N205,Q6RFH5
Q6IAN0,P25021
P57077,Q9BT23
P17568,Q9UBI1
Q96CW1,P46059
O15431,P09919
A4D1E1,O15550
A0A075B6I7,Q9H819
Q9NW64,Q9Y2C9
Q9H7M6,P18510
Q5H913,O15523
Q96NW7,Q0VD83
Q9GZR1,Q9NS84
O15243,Q16772
Q5VZP5,Q13541
Q7RTU4,Q9Y330
Q969W1,P54845
P01008,Q9NZN9
Q9UPU5,Q02548
Q15797,P17022
P51788,P17538
Q6FI13,P29016
Q9Y3D7,Q9NRJ1
Q9Y297,Q14CB8
P35125,Q8TBA6
Q9H2X8,Q5T7N2
P0DKX0,Q08AF3
Q9C091,O00570
Q6AZY7,Q13107
P49585,Q86V71
Q9P0J0,Q6PID8
Q8IY82,Q8N1G2
P10265,Q9HD89
P18146,O14904
Q9UKA2,Q8WXH5
P56693,Q8N3F0
Q9NWU2,Q9HAU8
Q9P2U8,Q9BZD4
Q13112,Q8N9W6
P18564,O75695
O00767,Q9UBI6
P48547,Q8NC42
Q15746,Q96DA0
