Q8TBF5,Q8TBF4
Q12792,O75880
Q13033,Q7KZ85
Q14919,O60508
Q9Y644,P0CJ76
A0A0A0MT87,P35367
Q9Y5Q3,O94874
Q14207,Q9P2D8
O14756,Q6UX39
O95486,Q9Y2Z0
O43918,Q9Y6J6
Q08426,O75410
P17036,P61326
A0ZSE6,Q8IYF3
O95721,Q96PV7
Q96MT3,Q6ZTZ1
Q14692,O15247
O94892,Q99835
Q7Z6J8,Q68DN1
P49765,P27708
Q9BYP9,Q08493
Q15046,P04908
Q99501,P01737
O15528,P54289
P55017,O76024
Q9NYV9,Q13106
Q2MV58,Q8NBQ5
P35249,P0C6A0
Q92968,Q96NL3
Q99523,Q8NHQ1
Q9UK96,P23560
Q96NX9,P08519
Q96DX7,Q15661
P09211,Q96P26
P08833,O15146
Q8WYA0,P23415
Q9Y295,Q9BYG3
Q8NGR2,Q86UU9
Q9BXW9,Q8WU43
Q12766,Q2VPK5
P0C7V7,Q16181
P35749,P46934
Q99727,O60512
Q7Z2W4,O43155
Q9BYS1,Q8IXB1
Q12933,Q9UPZ6
Q8TC07,Q9Y6M9
O95944,Q6ZMK1
Q8N7U7,Q8NDI1
Q01955,Q96A58
P17017,P36941
Q7Z713,Q6U841
O43808,Q8WU68
O60861,A0A0B4J1V0
O43174,Q9HAE3
P30622,O43603
P01903,Q9NQY0
O75787,Q8NGC1
A0A0C4DH39,Q96FL8
Q9BQ31,Q8NAN2
Q04864,Q9BWG4
Q8TCG1,P61328
P16219,K7EJ46
P43487,Q96Q45
Q13242,Q96N95
Q9BQG1,P0CE71
Q8N141,Q9Y5F9
Q13277,Q13753
Q8IUH5,P61106
P42768,P05997
D6R9N7,O00562
Q99572,P04234
Q9NQW6,O75170
Q96T52,Q9UGQ2
P10809,Q02094
Q13444,P07099
Q3KRB8,P43632
P09913,O60294
Q8TAU3,Q6P9A3
P17658,Q9H3U7
Q96N77,Q7KZ85
Q9NWB1,Q96CM4
Q92673,P16871
Q96AQ8,P49711
Q99574,P09132
P63010,P09769
Q15833,Q86UW8
Q9NQZ5,Q9P2J3
P35452,P00973
Q8TB37,Q93038
Q07092,P46952
Q71RH2,Q13889
Q8TDC3,Q9NP62
Q9P0W8,Q9UIH9
Q96IP4,Q8IWZ8
P28290,O43361
Q9H3F6,Q96GD0
P03372,Q9UHI8
A8CG34,P10826
Q8N4J0,O14668
Q9H0E2,Q04637
A0A075B6N3,Q9UQ90
O14617,P27987
P19784,Q9Y6R0
Q6P4A8,Q9NQW7
Q6PIU2,O75600
Q9H4I0,A0A087X1C5
Q9BZE9,Q9UKB5
P06870,Q9C035
A6NJW9,Q9H8N7
Q86Y97,Q9HBI1
P53674,Q96JY6
Q02742,O75841
Q13153,P10720
O94973,Q9H1H9
Q86XP1,Q8N720
P35613,Q8NGK9
Q14117,P63125
P16520,Q6SJ96
Q96N38,Q5VXH5
P62701,Q6PF18
Q9NRX4,Q8N7A1
Q9Y2X8,Q9H3K6
Q5VY09,P41159
P78552,Q14696
Q9BYF1,P17030
Q86XN8,Q9Y6R9
Q8TED1,Q06033
A6NET4,P09972
Q9C0F3,P51946
P08254,P05062
Q9BQW3,Q9NZJ5
A2RUU4,Q9BQ69
Q9P2F5,O14593
P22352,P29017
Q9GZM3,Q04724
A6NMK7,Q9Y6F8
Q53GT1,Q12872
O75843,Q9BWT1
Q8WXH4,P0CJ71
Q5T1N1,Q14194
Q9H7B2,P24593
P61204,Q9H299
P14060,Q86UY8
Q11206,Q8NDL9
Q9NY72,Q5VWM3
Q13410,P06732
Q99965,A0A0C4DH38
Q9NV79,Q9Y2G5
P49753,Q9BWP8
Q96S37,Q96FT9
P0DP06,O43557
Q13443,Q92484
Q86XP3,Q8N3P4
P56962,Q9BYR2
C9JBD0,P31939
Q96DU7,Q6WRI0
Q9HAV4,P61626
P05787,Q96D98
O95562,Q9UHC6
Q9H9V4,Q96MK3
Q96CK0,O14986
Q9UC06,A0A1B0GUS4
Q6ZRV2,Q9UPY8
P09228,Q9Y5B9
P52739,P25445
Q1ED39,P46108
O43156,Q8NGI6
Q9UIH9,O94829
O60934,A6H8Y1
P21281,Q9H2E6
A6NCW7,Q5EBL4
Q9NR30,O95279
Q9HAK2,P82663
Q9NWZ5,P10153
Q7Z3T1,Q8NFP4
Q8NHP8,P23409
Q6IFH4,P0DN79
P20396,O15234
O76061,Q8N475
P36405,Q8IXT5
Q9UNE2,Q99996
Q99550,Q8N9Z9
Q9GZX9,O95163
P21583,Q68D51
Q3LI70,O75494
O15265,Q8WZ59
Q8N6M6,Q03591
O95391,Q9BYR4
Q86YH2,P62684
Q9H9P5,Q9Y5E4
Q92806,O60232
Q9UL16,Q96SL4
Q12836,Q96KX0
A1L190,Q4G0T1
Q2M385,Q8NDN9
Q8WW01,Q9NRD9
Q9H0E2,Q96ME1
O15439,P41219
O75792,P12882
Q6ZNA4,Q6UW88
Q6UX82,O14646
P81408,Q14683
Q8NGI3,Q96F05
Q86Y07,Q8N3Y7
A6NEQ0,Q96M02
Q8NEJ0,A8K855
P16471,Q8TC44
Q6PEY0,P98155
P51817,Q96KR1
P20930,Q96NE9
Q96JE9,Q03721
O00463,P62979
Q8IYJ3,Q7L1W4
A0A087WT01,Q14714
Q9P2R6,Q9GZN2
Q9H2P9,Q9Y215
O15392,O75364
O95947,Q92890
Q14982,Q6DKI7
Q9H1V8,P57053
Q9UHQ9,Q96FA3
Q9Y5G4,O15403
Q8NGN1,Q7Z5H3
Q13362,Q5TB80
P62854,Q12891
P30040,Q96A46
Q8NFT6,P0CJ71
Q9UBN7,A0A0B4J273
Q902F9,Q9UKQ2
P24941,O75954
Q6W2J9,P35544
P29992,A0A0G2JMD5
Q03001,Q86Y39
P42696,P27037
Q5JPI3,P31930
Q9H2B2,P80723
A0A539,O75747
Q9H4I0,Q9HAQ2
Q9Y241,Q00325
Q9UH65,Q7Z434
O75081,P07225
O95544,Q9H1A4
P51854,Q9Y6X0
P35354,P32519
P45984,P61289
Q10472,Q9NTJ3
Q9UKV3,P08151
Q13003,Q8WYP5
O95500,Q6ZU64
Q9UHJ9,P17028
B2RN74,Q96JN2
Q9UFF9,Q8TDX5
Q9H6H4,P45983
O60356,P62834
Q17RD7,Q9Y5Y4
A6NHR9,P52736
P00450,Q04724
P13164,Q96PN7
Q9BYW1,P54922
Q9Y2P7,P63172
Q14558,Q86V97
O75343,O00757
O60895,P00451
Q14141,Q3KQU3
P52951,Q709F0
Q96LB2,Q9UPT9
A2A288,Q13432
P0C7X1,Q14C87
Q9UN30,Q9NPH6
Q12913,Q9UBK8
Q8IXT1,Q8WUD1
Q9NP94,Q13387
Q9HAJ7,Q8TF65
P25787,P17480
P53677,P28676
Q5EE01,Q9BST9
P05423,Q13352
Q6ZRH7,P20138
Q13009,Q96G01
Q6PEY0,Q96KB5
Q9UN66,P21554
P51587,Q9HBB8
O95396,O15403
A0A0A0MRZ8,O43405
Q9P0T4,Q969Z3
O60341,P01780
Q15057,Q30KQ6
Q8NHM4,Q14500
Q9Y5F2,P08651
Q8WW38,Q02153
Q68DE3,P54922
Q9BX97,Q96KP4
P09228,Q9NY30
P23352,Q9C010
P27701,Q9BY15
Q13216,P21399
Q9NS39,Q06323
Q9BQS7,Q8TAM6
Q9NZI8,Q4G0X9
Q8IXZ3,P62955
Q96EH5,P04217
Q9UBF8,Q5QGS0
P22735,Q68G74
O15162,Q96PQ0
Q12770,Q8WW27
O60739,Q8IZX4
Q86VY4,Q9BYN0
P21675,Q14721
Q8WUB8,Q6XLA1
Q8NGU4,Q8N884
P51693,Q7LDI9
Q8N912,Q96D71
O60284,O60279
Q1HG43,O14645
A6ND48,Q9BV23
Q9GZT8,Q9NRC9
Q9C0H6,Q92989
P78424,Q8NGG8
Q96H35,P01303
P09681,Q96JG6
O75223,Q96EC8
Q10713,Q9UBX0
Q92539,Q9P2W1
Q96RU7,Q7Z2Y8
Q9NRC8,P17936
Q16445,Q32M88
Q99623,Q8NGR8
Q8WWZ1,Q9NP86
Q13610,P10398
Q68DQ2,P05089
Q02386,P34981
Q8IWT1,Q6T4P5
P42772,Q9NR55
Q2MKA7,P10451
Q9Y5N1,P78413
O75534,P61960
Q9NRI5,Q86WK9
Q92847,A0A1B0GWH4
O95059,Q8TBE9
P35625,Q9NRC9
Q8NGK3,P46977
Q96LB8,O15072
Q9UI09,Q9NSI5
A8MTL9,Q96D59
Q96PI1,P40261
P20292,Q8TAF3
Q9UPN6,P53582
A0A087X1G2,Q9P2J9
Q9Y4F3,Q15389
P54793,Q96PN6
P49247,P14598
O75364,P21810
Q99102,Q16635
Q9Y6N8,Q9BWS9
Q9C0K3,Q5VY80
Q9UPW6,Q9Y2L5
Q9BYB4,Q9ULG1
Q14566,E7ETH6
Q15649,Q9UKL3
Q9P2K9,P27105
Q9NP71,Q8N697
Q86UK0,Q8WXC6
P20827,P35346
P34741,P14672
Q9UJA2,O76039
O95528,Q99748
Q9H7B4,P04899
P33076,P35712
Q8WYB5,P26715
Q02577,Q96RP8
O75897,Q9Y255
P09681,Q7Z4F1
Q9Y618,P0CG23
Q76N89,O14827
Q86UD0,P48061
O60462,Q01449
P39019,P63272
Q8IZC7,P10253
Q99459,Q15784
Q13637,P15173
P15907,P02818
A3KMH1,O94844
P23352,Q96KG9
Q9H2C8,O75558
P68400,Q3LIE5
O75901,Q2NKX8
Q9NYF3,P0CG48
Q15788,P43357
Q6UY11,P16389
Q9H6D8,Q86YT5
Q05469,A6NGB9
Q96IR2,P43119
Q5D862,A0A0B4J1Y9
Q9NRP2,O15195
P05388,P35556
P12314,Q6PXP3
Q9P1Z0,P50607
Q9P246,A6NJR5
Q06787,Q58FF6
Q9NPD7,Q13491
Q9UI42,Q13242
Q7Z7M1,Q14190
Q6NUM6,Q8N436
Q9BUU2,P62244
Q9BZG1,Q86W33
Q9NZR1,A6NN73
Q96LD1,P55774
Q14344,P83110
P42568,Q5TZJ5
P01768,Q7RTV3
Q9BSK4,Q8IVA1
Q8TBA6,Q86V15
P04843,Q9H799
Q8TDG2,O75197
Q13616,Q96F83
P61165,Q14209
Q8WTQ1,Q9H5U6
Q07092,Q15582
Q9NXL9,P33764
O15119,Q9NYY3
Q9UMN6,Q8IVW4
P0DJI8,Q92743
Q9P0L9,Q6FI81
Q4V328,Q9H347
Q03403,Q96L91
P52298,P15884
A0A075B6H7,Q15465
O15496,Q9Y277
Q5T4F4,Q15464
Q147X3,Q8NGR8
Q6IA86,Q9BYD2
Q8NFT2,P53667
Q6NZ67,P35568
Q96B42,P17661
Q5K4L6,Q86XN6
Q8NGB9,Q01813
Q9UKX5,O75840
Q5T6X5,Q8WX77
Q9HBX8,A6NKC9
Q9NRF9,A0A1W2PPG7
P59539,Q71U36
Q9UHQ1,Q8IVE3
Q58EX2,Q6P5Z2
Q6PI26,P24310
Q9Y2Y0,Q9H300
O75474,Q8NES8
Q6P1L8,Q9BR76
Q9BRA0,P21399
Q8NGN0,Q15293
Q5VSY0,Q8N693
O75636,Q9UIJ7
Q13488,Q02388
P49116,Q9BX66
P43490,Q6ZNG1
Q8IV13,O15552
Q13794,Q6P9A1
Q4LE39,P0CAP2
Q5VWX1,P55083
Q9BZE2,P16444
Q96SB8,Q8WY54
O95867,Q8WXG9
Q96RD6,A6NGC4
Q17RR3,Q8IVU3
Q9H2P9,Q5VT25
A0A0B4J1U4,P05154
Q8TED9,Q6ZS81
O00506,Q99435
Q70IA6,A0A0B4J272
Q13530,Q9H5P4
Q641Q3,Q9NZQ0
Q9UK17,P30307
Q2M3T9,P35568
P01857,Q9Y3R0
Q99808,P55058
P50458,P82663
Q96EF6,Q14494
Q92956,P51451
P15923,O43715
P81133,Q494V2
P48058,P47881
A0A075B6P5,P53004
Q6P575,Q5VY09
Q9H9A5,O75712
Q8N4X5,O95936
Q9GZV1,Q99665
Q9NYU1,Q9H0A8
P22735,O75096
P32942,Q8IX04
Q6XYQ8,Q8TCU5
Q9NYL5,Q8IY31
Q92870,Q5SRR4
Q9HB14,Q9UHV5
P25105,Q75N90
Q92608,Q16595
P14550,Q9Y5X2
Q93034,P52747
Q9NYG5,O43290
P21731,P02656
Q9NRR6,Q6P2S7
Q14511,Q86VR7
Q9NPI0,Q04743
Q96P70,Q6UWV6
Q9H756,Q9GZK6
P02795,P31997
Q9Y6Q2,P50613
P19440,Q9NZI5
Q8TBJ5,P55064
Q8N4X5,Q9Y2S7
O75525,O00180
Q6TDP4,P07339
P11678,Q8NGP8
Q9BT67,Q9P1U0
Q96Q27,Q6ZN92
Q9H5X1,Q9Y2Z2
Q86U90,C9JRZ8
Q08554,O60518
Q9H2C8,Q9P0X4
P42566,Q9C035
O43826,O95785
P35659,P34982
P34810,Q9Y2W3
Q96PE5,O75309
Q2M1P5,Q9NR45
P56557,Q9P2M4
Q9NY12,Q9UGH3
O15553,Q86W54
Q86V97,O00161
Q9H5K3,O71037
Q9UL63,P61758
A0A0B4J279,O75843
Q9H7F0,Q9UBV8
Q9Y600,O94830
P16233,Q96KN9
P20794,Q6ZV50
P56159,O94813
Q16877,P60985
A2VDJ0,Q9P299
Q9H160,P56537
P63218,Q9UKI9
Q8N661,P10827
Q96N06,Q9C0D9
O00267,Q9H4A5
Q8TEL6,Q9UBT7
Q12983,Q9H992
O95076,Q96IF1
P35658,P59665
Q9UPQ3,Q5JXB2
Q9P2J9,Q96LW4
Q9UQ53,A3QJZ7
P16422,P15036
P51153,P30519
Q10587,O15247
Q5TCH4,Q9P2D1
Q8IY82,Q9Y6R9
P49908,Q7Z4H7
Q96B86,Q9H8Y8
Q96D46,Q13310
Q16819,Q9NSC2
Q92930,P15822
Q9Y5K6,Q5JR59
O60832,P40222
Q13508,P51946
P15531,Q9UGQ3
Q96FS4,Q8N729
P51679,P17861
Q52LR7,P43034
Q6UWU4,Q63HQ0
P20132,P57057
Q8NC44,P07766
Q9UKB1,Q9Y3D0
C9JLJ4,Q9H2S6
Q86UN6,Q9Y234
O75908,Q96DC9
Q9Y5F2,Q13123
Q93050,P59780
Q96HR3,Q15678
Q7L3V2,P68032
Q9NW08,P48668
Q9BXS1,Q9H7P9
Q5BKY1,Q3SX64
P10071,Q9NQB0
Q9UPW0,Q96EK5
A6NHS7,P0C7U0
Q8N766,O60312
Q13214,Q08828
P55103,A0A0A6YYC5
Q6ZWK4,Q96DU7
Q14568,P00519
Q8IZ69,Q96MK3
Q96LB4,Q5VW32
P05166,P01611
Q9NZ63,Q86XR7
Q9UKJ3,Q2VWA4
Q58EX2,Q12789
Q8TDX9,O43847
Q12923,Q8IU80
P60568,Q9Y5X1
P22105,O43186
O95831,Q4G0A6
O15243,Q9HCI5
Q9Y2N7,Q7Z2Q7
Q9NX57,P05981
Q6Q0C1,Q9Y272
O60656,Q9ULC6
Q9BXJ0,Q5JXB2
P43119,Q9H3N1
A0AVI4,P16104
D6R901,Q15125
P18054,Q12874
Q8NHS2,Q9BUY7
Q7Z4N2,O75628
P35453,Q9NQ29
O14493,P32881
Q9H0E7,Q8TAS1
Q9NXC5,P09958
Q9NTX5,Q9NQ66
Q9NVV9,Q96PE6
Q9Y5U4,P22570
Q86UT6,Q9NY56
P13631,Q7Z7B0
Q969I6,Q9GZN7
Q9UHF3,Q96CD0
Q96T55,P23786
O15197,P23945
O60682,Q9H892
Q14247,Q9Y4B5
Q9HD33,Q7Z7D3
Q8WWZ7,Q7Z478
Q13015,Q8TDE3
P18564,Q8TC99
O60259,O43708
P54753,Q9NXK8
O43505,Q9UKG4
P48065,O43556
Q70EL4,Q9UHP9
P50219,Q96E35
P05204,Q6DKJ4
Q8NGB9,Q8IYV9
Q8IYE0,O75380
Q15022,Q9BRQ6
P12235,Q8IUF8
Q96A32,Q5VTT2
Q15771,O75462
Q0P5N6,Q9NPI6
Q6Q788,Q14112
O43526,Q8NCB2
P03971,A0A0B4J2E0
Q9Y297,Q15583
Q00266,P0DJD3
Q9UHF5,Q5T447
P00387,Q8TC71
P57088,Q8TDX6
P48730,Q9UHV2
Q6ZRY4,Q9NS87
P01909,O00483
Q8NCR6,P54855
Q16520,Q9H9S3
P51956,Q6GMR7
Q04759,Q8TDR0
O43482,Q86UU9
Q9UJT0,P0C7T4
P16298,P35225
Q86YB7,O43264
Q9Y2B9,A8MTL3
Q7Z7F7,P61366
Q86Y56,Q32P41
P21730,O43426
O95831,Q8IYS8
Q5SRR4,Q9NVN3
P0DMP1,Q15542
P20930,Q9C0C7
Q9H6L2,P29275
P51451,Q8NFI4
Q8N9V6,O00232
Q53S33,Q13490
Q99959,P55318
Q9BZV1,Q15583
Q99551,A6ND01
Q99502,Q7Z7G2
Q9NRE1,P40200
Q9Y3A5,Q9H1J5
Q9NQ88,Q6PD62
Q9NYP9,Q86Y78
A6NC98,Q9BSJ6
P68133,P51398
Q53FV1,Q6UXZ0
Q8NDY4,P06703
Q13033,Q99973
Q8N7E2,P00747
Q3SXZ3,Q9Y5T4
Q9NUQ3,E9PB15
A1A5D9,Q8NH70
Q6ZNK6,O60939
Q5T0J7,Q5TYM5
Q9NPG4,P28482
Q9ULV4,O95759
Q9Y2Q9,Q9H2C1
Q16342,Q6UB28
Q7L099,O95456
Q96KQ4,Q9UKG1
O43164,O14983
P48551,P02792
P01588,P02795
P35789,Q8N9U9
P35790,Q15782
Q9NZD8,Q8NGE8
A9UHW6,P62341
Q01780,Q32P28
O94941,Q15391
Q9Y6I4,Q9H2C0
Q9UJT9,O14626
Q14393,Q9NS85
Q9NQC1,P29218
P16452,O94832
Q9UL16,P11274
P43246,Q8WTT2
P61236,O95452
Q8IY92,Q86UK7
Q6KB66,Q8IWV2
Q05940,Q5T5C0
P01138,P19237
Q3KQV3,Q9H0X6
Q9P0J1,P43155
Q1L5Z9,Q8IXZ2
P35625,Q6NXN4
Q8WY64,Q9UPQ9
Q9H0Y0,Q86V25
Q9BQS2,Q13356
Q8TD30,P51149
Q86WI1,O75955
Q99954,O00222
Q9BRP7,Q14585
Q9GZY0,O60573
Q92542,Q96H72
Q9NVA2,Q6L8Q7
P05230,O75386
Q01433,P28698
Q8NGK0,P47775
P60763,Q9NTG7
P57768,Q9NPC4
O00767,Q969E3
A6NKQ9,O15230
Q04656,Q3B7T3
Q96HP8,P0DMP2
Q96D71,Q9BTE0
P78352,Q9Y3B1
Q6Y2X3,Q5VW36
Q9BWT3,Q9NZV5
Q9UHP9,Q8IYR6
Q6PJF5,Q15697
Q6DN72,A0A0C4DH35
Q8N300,Q86VV8
Q96NU7,Q9HCJ5
Q9BTK6,Q7RTU3
Q14680,Q13404
Q5SQI0,P13942
Q8WW22,Q13207
P51452,Q9H3R0
Q13753,O95954
Q99426,Q0ZGT2
P30825,Q08AE8
P46821,Q8NGG4
Q9NZA1,Q5VUD6
Q96AE4,Q96PN6
Q12893,Q53QV2
P60006,Q96NG3
Q9UBP5,O43820
Q8N7U7,Q8NG27
P29083,Q8TD43
O75711,Q9NQ86
O94808,Q9H227
Q6UW10,A0A0K0K1E9
Q9Y5M8,Q9P0W8
Q86VW1,Q9H3R2
Q9NQT8,Q14692
Q9HB31,P25025
Q6GPH4,P39019
O43592,Q9Y235
P29401,Q8NBV4
O43548,Q9UBS0
Q99571,Q15027
Q99217,Q13203
Q5M8T2,Q5VT99
Q9P298,Q96LL9
Q9HCH5,Q5F1R6
Q9BXU1,Q8NGY7
Q8WTP8,Q8WW01
P0DOX8,P36776
Q9UPV9,Q9BUL5
Q9Y2V3,Q9Y262
O75525,Q6P1R4
Q9NZV1,Q92772
Q5PSV4,P49959
P10589,Q9NZH4
Q2VIR3,Q9H7Z6
Q9UNN8,P39877
Q86WB0,P00568
Q9BXP8,P53396
Q6W2J9,Q9HDC5
Q9UJ99,P24046
P09769,Q9BUJ2
Q9HD90,Q9Y6T7
Q86V25,O95391
Q9BX51,Q03701
Q12999,P24278
Q9NYF5,Q9HB21
Q6P996,Q96AC6
O95149,Q9UGB7
Q7Z398,Q9HBY8
Q9UJM3,Q6RW13
Q9H2D1,Q4LDG9
Q06945,P14927
P62745,P37268
Q96GX5,Q5TEU4
Q8N4Q0,O43252
O60543,Q9H156
Q96EH3,P50416
P52952,Q6YI46
P56373,Q05048
Q9Y314,Q9BZM5
Q8IZP9,Q9NRC6
Q96QA5,A6NIH7
Q8TBY8,P0C7V7
Q9UHD4,P30837
O94898,Q8WXA3
P23142,A8MU46
Q8IYE1,P51911
Q6B9Z1,Q16661
O00634,Q6UWP7
Q8N7R1,Q8N960
Q8NHC4,Q53H80
Q9UM13,P61812
Q92520,O14627
Q8N328,Q9H4M7
Q99527,Q9Y5P3
Q14592,Q8NB78
P46459,Q8TDU6
O14494,O75038
Q53GL7,O00116
P19827,Q9UEU0
Q8WU39,Q9H305
Q86VI3,P49795
Q8NCR6,Q92765
H3BQJ8,Q8IYB5
Q5TB30,Q9HCX4
Q5SZK8,P0DME0
P78368,Q9BW11
P01019,Q9UN37
P23434,Q8TF63
Q9Y5E7,P58549
P17676,Q9BYV6
Q9NSY0,P09923
P22234,A6NEL3
Q8IZC4,A0A0A0MT89
Q8IVC4,O76093
Q7Z6K4,Q15650
O60602,O95405
Q96BT7,Q02952
Q9Y672,P62244
Q9NY87,Q15120
Q9H8G2,P83731
Q9BXT6,Q9NPD3
Q14185,P63272
Q8IZ20,Q9UN74
Q99684,P05114
Q9NZJ6,A6NFQ2
Q8IWE5,Q17RY0
O00481,B7ZAQ6
P62072,Q9H1E5
P47224,Q86VR2
Q9Y6D6,Q8TAA1
O60381,Q96PE5
Q5RIA9,Q96C23
Q49AG3,O00408
O75794,Q7Z7A1
Q9NQC8,Q07108
Q9BZQ4,Q9H6S1
Q96NX5,Q14353
Q9H0V9,Q75WM6
P35658,Q03403
Q5K651,P01106
Q13454,Q96PU4
Q9Y5I0,Q99865
Q92747,P52926
Q92928,Q5TC63
Q9UIA9,Q8WWB3
O60343,Q6UXV0
P05166,Q13111
P05014,Q9UPQ0
Q4G0N0,Q03426
P98164,Q6ZT89
P47895,Q5T1C6
O14788,Q6P087
Q5SWL7,Q02223
O75190,C9J2P7
P40126,Q6P3S1
P08579,Q7Z7G1
P0CV99,P08100
Q96CT7,Q76FK4
O15016,O00232
Q86SJ2,O15354
Q9Y2K5,P01225
Q8NF64,Q96E39
O43613,Q8WXJ9
P35610,P54851
Q5JPI9,P26992
P15907,O43186
Q9NRR2,Q9BZM1
P46089,Q8WWZ3
O43826,Q8NGB9
Q96HA8,Q9Y5G0
Q9UBC1,Q9UK41
Q9BQ83,Q9Y2W7
Q15669,Q6P1R4
Q96CA5,O60765
Q96MH6,Q9Y442
Q9UNA1,Q5JQD4
A0A075B6T8,P30711
Q9BXJ4,Q92826
Q8WYL5,P46089
Q13156,Q9BYR8
P57105,Q86UU5
Q07890,P16435
Q96IL0,Q9Y2W2
Q96NT0,P04626
P21506,Q9NZF1
Q6PJT7,Q8NGR9
Q19AV6,Q96RW7
O95613,O00341
A0A5B9,Q53GL0
C9JPN9,P12955
O60264,Q96JC1
P17038,Q9H329
P41970,Q5YKI7
A0A0B4J1X8,Q8TA86
Q8IZ52,P02452
Q9Y2T5,Q9NU22
Q8NAP8,P43234
Q6P597,Q5SYC1
P08133,Q86WX3
Q12899,P12277
O95255,A0A0A0MT36
Q2Y0W8,Q68CP9
Q6NXP0,P23276
P53673,O60687
Q969N2,Q9Y5B6
Q9BPX5,P13797
O95399,M5A8F1
P36873,Q6W0C5
Q8NH93,O95980
O43903,P32321
Q9HCE3,Q9NPB8
Q8IYN2,P25090
O75460,P17030
Q96T17,Q9H8P0
P41214,Q5SRN2
Q8N8Y5,Q9UIA9
Q96RD9,O43572
P04732,Q8TD22
P31151,Q3LHN1
P10606,A8MV23
P12645,Q96K19
Q9H444,Q96E14
Q9BZZ5,O15375
Q2M3X9,Q8TB72
Q14142,P24941
Q8TEH3,P19429
Q9BZE3,Q9H422
Q9BTA9,A4D1T9
Q96H40,P0C7T5
Q8WXF3,Q8NHY3
Q8IUC1,Q15019
Q8NGT5,A6NM45
P14679,Q14761
Q5VTL8,Q5VSL9
Q9BQ89,P16444
Q96I23,P24158
Q15170,Q9NY27
Q92830,P23469
Q92879,Q9BX82
Q9H6A0,P82664
O60603,Q6RSH7
Q92772,Q14764
P35658,P16473
P01033,Q8NH89
O60447,P54105
Q07326,P10301
Q3LI68,Q5HYI7
P08133,Q8WWY6
Q13308,P13994
Q12906,Q8IUX4
Q9BRA0,P41968
Q969S8,Q15043
Q9P015,Q8WXE0
Q9BXK5,Q9H9L4
Q02779,Q8NGI9
P17931,Q13571
Q9H9A7,Q96QZ7
P0C7X4,Q9Y2L1
P08195,Q8NAV1
Q7Z2W4,Q13686
P60891,P04217
Q6ZNA1,O96033
O60359,Q96MU7
Q9Y661,Q5SZL2
Q9UJY4,Q2KHT3
Q8WTZ3,Q13813
O14493,Q3MJ13
Q9UN66,P32119
Q14565,Q9UKI8
P14653,Q9UPV7
Q5GAN4,P24522
O95754,O00468
P55040,P26842
P13521,Q9NY84
O00237,P51170
P49760,Q9P0S3
Q8IZJ6,Q6FIF0
Q9BYB0,P55774
Q99873,O96011
B5MD39,P43897
Q9UMS6,Q8IYM9
P0DN84,Q15438
O95149,O14972
Q96CE8,Q9BU23
Q9H213,Q6ZVD8
Q9H1M3,P51617
Q8N9M5,Q96JD6
P20382,Q9NQV7
Q9UKD2,P50990
P24386,Q8IUN9
Q86TI0,Q9NWW0
O75037,P55285
Q9Y376,Q8N9M5
Q96DS6,Q96A57
P31949,O43572
P22087,O00189
Q5JV73,Q9HCL2
P51649,P22033
Q86TL0,Q9NTJ4
P07237,Q8NDX1
Q9Y275,Q96E14
Q7Z7A1,Q9C037
Q9Y6M1,O75840
Q03519,Q6I9Y2
Q9H756,Q6PH85
Q15573,Q86Z14
P15621,C9JLR9
O14863,A0A0B4J1U4
Q9ULP0,H3BV12
Q8N2H9,Q96IT1
P61244,O00168
Q5JT82,Q9UPQ0
Q86YV9,Q86XE0
Q5XXA6,Q6XZB0
Q92521,Q08289
Q9H790,P17544
Q9NPG4,A8MUK1
Q13976,O75781
Q92791,P0CJ71
Q9BUX1,Q8IZF2
O95948,Q15434
O94868,Q8NGT2
O95983,O75486
Q6ZS82,O95816
Q9UBK8,Q16281
Q96EL3,Q9UJ68
Q12962,Q05923
Q2M3X9,Q5VZF2
Q5QJ74,O14490
Q5JXB2,Q8TCJ0
Q0VG06,A0A0B4J263
Q6NUS8,Q2T9K0
P28290,Q6PFW1
A1E959,Q9NYB9
Q3LHN2,P0DN25
Q9BZS1,Q9NPD8
Q16568,Q9BQ16
Q9H7R0,Q53GS9
P0DSE1,Q8TEM1
Q9BSW7,Q7Z4H9
Q9H596,P61236
P61952,Q9BX84
O43895,Q68G74
Q9BYQ9,Q8N4H0
Q96JJ7,Q86YP4
P0C7X4,Q9NX47
O76014,Q9BRS8
Q9Y561,O75955
Q8TC84,Q13685
Q9UBC2,Q8NE79
Q96S86,Q5TCY1
P08913,Q567V2
Q9BWX5,Q92537
Q96S65,Q9UL01
Q08380,O75128
O94952,Q9NNZ6
Q9H2F3,Q96EY9
Q96MG2,Q16281
P13591,Q9NR90
O60240,P43304
Q6UVK1,Q13886
Q9BUR4,Q99856
Q9UKL4,Q9UBN7
Q9UHC1,Q14114
Q92736,Q9BYU1
Q9Y5S8,Q8N9S9
O95391,Q9ULU8
O15372,Q9NUX5
Q6WKZ4,P06850
Q92785,Q9NU02
P14902,P20338
Q9HBI0,Q9NQ39
Q13190,Q96S38
Q8TDG2,P20396
P09086,Q8N392
Q8NFZ4,Q96D96
Q96IK1,Q15835
Q15326,C9JBD0
Q96GE4,Q96PD2
O60682,P03973
P01210,Q8N944
Q8N7A1,A6NKF1
Q9NTJ5,P01591
Q4L180,Q99767
Q9UFC0,Q9NQW5
