P00352,O60356
P61019,Q9NZI8
P55317,Q15637
P12235,Q9NPI1
P36873,P19387
P09874,P17947
Q9NWD8,Q8N2H4
P49116,P28838
Q8N6H7,Q86X19
Q8N1B4,P26718
Q7Z4W2,Q00587
Q9H2F3,Q9Y320
Q99996,Q96L14
O75031,Q9UIF8
Q99933,P46060
P27708,Q96S53
Q9Y297,P51398
P11166,P56962
A4D1S0,O95271
Q69YN4,P50570
P16581,O76024
P62899,Q9BYG3
O95747,P35580
P20337,P55011
P20336,Q8TBN0
Q8NBF2,Q9HC21
Q4G0J3,P62314
Q9BSJ8,O76038
O15218,P78527
P17066,Q96NZ9
Q9UK32,Q8TDZ2
Q9H788,P02787
Q13310,P42694
P51957,Q3BBV0
P49450,Q92522
P31431,O75056
O75323,Q9BQE5
P38936,O96020
Q13011,P14854
Q15843,P62753
P62714,Q9HBL8
P62805,O43491
P26371,Q9H2X0
Q70UQ0,Q13753
P04150,Q13555
P61962,P43250
Q9C0C4,Q9P253
O95235,O75340
P50552,O95486
Q8N2W9,Q8NF64
O14874,O60906
P56945,Q9H329
Q6MZM0,Q92871
Q96HY6,Q14103
P05981,Q8IW92
O60506,Q9UPS6
Q02539,O75683
O43586,Q14839
P61981,Q6AWC2
Q7Z4V0,O95363
P36897,Q9UMR7
Q7KZI7,O00193
P48729,P05387
P25774,O60613
Q12805,Q9P2R6
Q6NT52,A6NKQ9
Q8NBF2,P43034
Q6NXR0,Q96E52
Q13115,P43686
P62829,P50222
O94761,Q13557
P43357,Q96JK2
P20290,P62269
O15550,Q05925
P62805,P15336
Q9Y250,P25791
P19438,P12931
Q9GZS1,Q96KQ7
P10826,Q9UKP3
Q8N490,Q12769
Q8NEY1,P41146
Q8WXI8,Q92747
P42858,Q9NRD5
P20042,P43146
Q15029,Q9UBB9
P04899,Q8IVA1
Q02078,Q02080
P33908,Q16625
Q9Y2R9,P79522
O94842,Q6PJF5
Q9Y6E0,Q9NRL3
Q9Y3B2,O60573
P02545,P46777
Q04206,Q92598
O60333,P15976
Q07666,P63162
Q92538,Q8TC07
Q99623,Q6NUK1
Q676U5,O96019
Q92674,Q96H22
Q9UI09,O43464
Q7L2E3,Q9NR28
Q9UBQ5,P62854
Q6P2Q9,Q92990
P27986,P17181
Q8NC96,Q9Y2V2
P06729,P20963
O60333,Q8NI35
Q9Y3E5,O75208
Q9Y2R9,Q7L8L6
Q92990,Q9HCJ5
Q99608,Q96HC4
Q5VYK3,Q9BZQ6
P41146,O15439
Q96B26,P17482
Q9NZI8,Q9NVX0
O14732,Q92956
Q30201,P19526
Q8NBQ5,A2VDJ0
P19784,O14641
P19320,Q9UKM9
P07900,Q6ZRV2
O15273,Q3SYF9
P62328,P04183
P62269,P09001
P82675,Q86V81
Q8N8B7,P54253
P84095,Q9NQL2
P12830,Q9Y6R0
Q9H4M7,Q14194
Q13085,Q8WWK9
Q14686,Q13133
O14929,Q9H0Y0
P55085,Q15032
P05412,P49915
O15519,P58107
P84098,Q9BYC8
P50991,Q9BPW8
Q9NVT9,Q9Y225
Q14164,Q15365
Q14498,Q96C19
P25963,Q00610
O95235,Q07020
Q6S8J3,O96013
Q9UBU8,Q969G9
Q9H7H0,O14974
P46734,P49116
P43681,Q6ZT21
P35637,Q9NVT9
P37235,P60370
P99999,P29218
Q9H4E7,Q8IUH3
Q01995,P61970
Q6UB99,Q15596
P61764,Q86W47
Q8IXK0,Q5H9F3
P02545,P01375
Q8IZD9,Q9ULP9
P04626,P11802
Q9H6Z9,Q6UB99
Q9H1R3,Q9NVP1
Q99959,Q58EX7
Q5S007,Q96T51
P13807,P17509
P08047,Q92988
Q9Y2T2,Q14194
Q9Y266,O00423
P62258,Q15365
P54725,P45974
P29084,Q9NTZ6
Q5TA81,P60329
Q12873,Q02880
Q96GM5,Q15059
Q9Y3D7,O60518
Q13131,Q8N122
P19320,P49588
Q9HCK0,Q9UJ78
Q6P1M0,Q9NPI1
P05412,Q96EY7
Q7L8L6,Q9Y5Y3
Q13769,P30559
Q6UX01,P56182
Q9HD23,O43914
Q9UHV9,P05423
P17081,O60499
Q07955,Q659C4
P48729,Q6P3X3
O43242,Q8IZD9
Q02543,Q9BT49
Q15773,Q9BXA6
O00148,Q9NUR3
O60506,Q8TDD1
Q5J8X5,Q9Y4D2
P12931,P57721
P51812,Q9UJY4
P60900,P28062
Q9BZ11,Q3ZAQ7
P49411,O94925
P46379,Q9BXM7
Q8NC67,Q6UWM7
P21860,P31749
P48681,P05997
Q4G0J3,Q96DV4
Q04771,P36896
O15357,Q9NVZ3
P11166,P24390
Q8WVD3,O94888
Q9UK45,P48382
P09651,Q9UBS8
P49411,P62241
Q13188,Q5JWF2
Q15181,P49841
Q9Y2X7,Q9H7E9
O95445,Q02338
Q8WXA8,Q7Z2K6
Q9H9V9,P13473
O95900,Q9BX68
O95202,P02792
P56545,Q969M3
O75147,Q8WWG9
Q13489,P55084
Q9NS91,Q9NYV4
Q9UI47,Q6S9Z5
Q92879,Q9UKJ3
Q13451,P21127
P36873,Q8IYB3
Q8WUM4,Q9GZZ9
P11387,P46013
P11142,Q02543
O00141,Q9Y2V2
P06239,P29317
Q13439,O43427
P38398,O43175
P07948,Q9ULH0
Q00535,P49841
P40818,Q9NR09
Q5UIP0,P25090
Q96EY7,Q01629
Q9UPX8,Q9H0F6
Q12891,Q6ZMH5
Q9C0C2,P26651
Q15654,Q06190
Q969X2,P32926
Q96L08,Q6ZP80
O15126,P26842
P68400,Q9Y2W1
Q71SY5,Q15528
Q6IAA8,Q99961
Q9NPF0,Q96CE8
P32246,P01040
Q9UNY4,P43243
P13569,O95793
Q96SN8,Q9P209
P09668,Q86UG4
P05109,O60383
P17612,Q16820
P55196,Q8TDM6
P25054,Q16363
P38398,O76064
P15170,Q92541
P62136,Q9NWS0
Q9Y3B7,Q8N983
P14868,P05198
P02786,Q9UBS4
Q9UKW4,P50454
Q9UI09,Q9H300
O00308,Q06787
Q9C0C9,Q96A08
Q13619,O43815
Q9NRG0,Q86YR7
P35226,Q14966
Q9BSW7,P50222
P49450,Q99848
P56962,P35414
Q9H4M7,P68366
Q9Y5M8,Q8NEN9
P63165,Q9UPG8
O00308,Q9NZI8
P47755,Q9H0H5
P31751,O75534
P11802,P32243
P34931,Q13617
Q96IZ0,Q9Y6G9
Q9Y508,P60201
P15735,O95757
Q13489,P42166
Q96AY4,O76095
Q9UNE7,O94953
Q06187,O60331
Q9NQW6,O76021
Q9BY89,Q9UJX6
Q9P275,Q9UNX4
O75251,P28331
Q15118,Q15031
Q5QNW6,Q2MKA7
Q9UMR2,O60218
P24863,Q71F56
O75556,Q6B0K9
Q9Y2W2,Q8N268
Q9Y535,O15318
Q15654,Q6ZVT0
Q9UNH7,P13798
Q9Y3I1,Q8WVT3
P46781,O60832
Q16763,Q9Y3C4
P51114,O43805
Q14999,P09651
P42574,P55212
P36873,P61513
O60885,P30876
P04406,P49815
P39019,O43172
P51531,Q5QJE6
Q96KQ7,O60568
O95816,Q5TA45
Q9UQM7,Q9Y3M2
Q17RB8,Q9NYG5
O15519,Q00G26
Q05516,Q9Y2V7
Q9UBU8,Q15910
P02649,Q9H8J5
Q9UBL3,P62195
Q8N488,Q9BRZ2
Q9Y3C5,Q8N5S9
P54253,Q53G59
P34932,O15273
P62258,Q5U5Q3
Q15291,Q8IWT0
P08621,Q9BWJ5
Q8WUM4,P33527
P27348,Q13105
P61604,Q6XUX3
O00308,P84077
O95817,Q9NZL9
P14373,Q15937
P00533,Q99417
P62314,O95863
Q96HY6,P51648
Q96G46,O43852
Q13263,O75807
Q9BZR8,Q5T160
Q9NS91,Q9UHR5
Q13950,Q8WYB5
Q9UMS4,O75147
P07858,P01040
Q9UI09,Q96T52
P78352,Q9UHC3
P12830,Q96H12
P51531,Q9NRL2
Q8N4Q1,Q8NI22
Q16186,P48556
Q99808,P51684
Q2VPK5,Q9UJW2
Q15542,Q6P1X5
O60830,P28799
O75787,P07476
P78362,Q9UKN8
P17612,P69905
P28360,P35548
Q13177,Q9BUB5
P00533,P01040
Q8N5N7,Q15070
Q96KC8,Q9Y679
Q9H4M9,O95302
Q9BV97,Q96DN2
Q16610,Q7L190
Q7Z699,Q70EL1
P07949,P46934
Q9NPI1,Q9H0D6
P14923,Q96S59
P68104,Q9BXJ9
P09467,P15531
P21796,P51149
P31321,P35625
Q9Y4J8,Q13884
Q96HR9,Q9BTV4
Q13247,Q5C9Z4
P35712,Q9H0D6
Q9BXK5,Q8TCS8
P29034,Q15678
Q96N66,Q8WXA8
P16234,Q9H0M0
P49336,P33316
Q15058,P50454
Q13547,Q9BQA5
Q9BQ52,Q9NWS8
Q96DX4,Q8IV13
Q9NRD1,P55268
P84077,P09622
Q8N3G9,P22732
Q13255,P09471
Q92731,Q9BWT7
Q92731,P16455
Q13268,Q5TC12
P17987,Q5BKY1
Q15311,Q96FT9
Q8TDB4,Q5FWF4
Q01658,Q9NS73
Q9NRI5,Q14515
Q04323,Q9UNZ2
Q9UPW8,Q9NUQ6
P61586,P17302
Q8WV44,Q8NDP4
Q6EMK4,Q9BYQ3
O14818,Q9UL46
Q6ZMQ8,O95677
P23471,Q9UM73
Q6NUQ4,Q8WV48
Q86U44,Q9H0D6
Q13541,Q71UM5
Q9H492,P11717
Q9HBD1,Q96Q05
Q9Y6A9,O60779
Q9UNN5,Q07955
P37840,Q13627
Q9NX58,P0CB38
P55854,P33992
Q969Q0,P22492
P62993,P25791
Q99853,P05549
P62745,Q13427
Q9UBS0,P23396
Q8IX18,Q96L73
P15954,Q6ZMW2
P46934,P32119
O14578,Q9H583
Q9C0C9,Q96JJ6
Q8IVT5,Q9Y448
Q96LI5,Q7Z739
O00241,P02654
Q8N9I0,Q96JK2
Q969P0,P68366
Q7Z2W4,P37231
P02786,O15126
Q9Y399,O43474
Q9H3F6,O00253
Q96B86,Q8NEY8
Q9Y5E6,Q12770
Q96RN5,P53992
Q9HCE7,P52597
Q96N66,P27105
O00567,P55198
Q01844,Q53HL2
Q15797,Q9UIS9
P35221,Q9NQ25
Q13627,Q5T749
P61081,Q96GG9
Q8IWX8,Q86VP1
P25205,Q9BXL5
O43242,P62857
Q15365,P34949
Q13557,Q92624
Q9UKE5,Q96EB6
O15399,Q12959
Q9UIR0,O14657
Q15286,Q96S66
P04350,Q9H9G7
Q96DX4,Q9UHF5
O60504,Q494U1
P78314,O75147
O00212,P46940
P05067,Q9H7P9
P16444,Q9NRP0
P82664,P09651
Q52M75,P26038
Q9BZL6,Q9Y6Y8
Q9UN74,Q5RL73
P02649,Q13423
Q5MJ10,Q02447
Q92478,Q9H3T3
P54652,Q12923
Q92831,P43363
P19447,Q8N196
Q9BZR8,Q9BSJ2
Q99759,P62979
P67775,P49841
Q7Z7A1,Q8N0S2
Q6P2Q9,O95400
Q9UNY4,Q9NPI6
P04150,Q9HCM7
Q15029,Q8WX93
P49711,Q9UJV8
Q8IWL3,Q9NUQ7
Q49AN0,O14929
P68400,Q96EB6
Q9H4M7,Q14160
P02533,P01857
P51692,P16471
P03372,P17025
P25791,P52435
Q24JP5,Q9UBM8
Q6UX01,P45974
P04637,P18847
Q9UM54,Q99759
Q8NHP6,P17706
Q709F0,O60296
Q92731,O43852
O00468,P63098
Q15181,O95571
P57055,P02787
O14933,A0AVT1
P54132,Q8N2Z9
P07858,P04004
Q9NQC7,Q6ZNG9
Q9Y6I3,Q9H201
Q9H6Z9,Q70CQ2
P12109,P41159
P78362,Q99848
P68104,Q9BY11
Q9Y3C5,Q13485
P31749,Q96D03
P46379,P30084
Q5S007,Q96GM8
P61086,Q96GF1
Q6ZW49,Q9BRX2
P18433,P49757
P14317,Q9BQ31
Q96SF2,Q8WVC0
P28799,Q8IY57
Q99615,Q14674
O95071,Q13347
Q9HC77,Q6ZMZ3
P54652,O60566
Q8TED1,P55061
Q96RP9,Q07021
P41223,O75934
Q9Y2S7,Q9UHR6
P17612,P51787
Q9H0E2,Q92504
Q9NZM3,O75410
Q86VM9,Q8NHQ9
Q9Y697,P10176
Q9Y4D1,Q8N461
Q6P2Q9,O00487
Q9H7H0,P30038
Q8NCK7,Q9NYU2
Q8IVT5,P10768
P61981,O60333
Q5SNT2,Q99675
Q8TAE8,Q9Y2M0
Q04837,Q96H96
O75604,Q86U10
P50591,Q9BTD8
P06401,O75131
Q00765,Q9HD20
Q69YN4,P0C0L4
P50416,O00716
Q15058,P04003
P98172,Q96HH4
Q9H8V3,Q15269
Q13214,Q6ZRY4
P62979,Q96EA4
O95985,Q9BUP0
P51572,P14416
P63211,P84996
P38432,Q9HD20
O95235,Q96AE4
Q4VCS5,Q9Y5B0
Q15435,Q8TEC5
Q5T653,Q96GC5
Q8TAZ6,P31358
O15198,O75197
P05067,P09917
Q14151,O60504
Q96RS6,O94952
Q9Y297,P10070
P52907,Q6ZNK6
P47897,Q15691
O95218,O94888
Q8NAP3,Q96JN2
Q5JX71,Q8IY49
Q15717,Q9UPN9
Q9BXW9,O75223
O75925,P28360
Q9BYZ6,P30153
Q13635,P48729
P04792,P09651
Q9BSJ5,A6NJ78
Q9NZI8,Q5T7N2
P82933,Q969S9
P02458,P49747
Q13601,Q9UGY1
P27635,Q9Y5B9
Q93084,P32971
P22304,Q9H1B5
Q96QR8,Q9BXS5
Q9NS91,Q13148
P63165,P25205
Q8N488,Q9NXS2
Q9H0U3,Q9H1X3
P49736,Q01844
P11940,O75534
Q9ULR3,Q9H0U4
Q5J8M3,P01148
Q13233,P62753
Q15746,Q15049
Q8TEM1,Q7Z7D3
O43193,Q9UBU3
Q15059,Q92613
O15294,Q9Y4P1
O43290,P62308
P12931,P05067
P49736,Q15758
Q9HAT2,O95502
Q9NX40,P27144
Q9NQC7,Q92466
Q9H845,Q7Z7F7
Q93062,Q86WG5
P01111,P84077
Q15185,Q96J94
Q8NEM0,O75147
O60610,Q96S94
P62330,Q9P258
Q5S007,Q08188
P01730,O75791
Q15468,Q99460
P11117,Q5T4F4
Q12888,Q08AM6
P46087,Q99848
P02751,O00300
P30050,Q9BYD6
P13569,P11216
Q15388,P16401
Q8NHQ1,P55040
O75925,Q16143
O14628,Q3SXZ3
Q9ULV5,Q5TA45
Q9NRW4,Q99733
P60866,P19525
P41235,Q06330
Q92769,Q8IZ40
Q8IVL5,Q9UKX3
P32322,P83111
Q9H1E5,Q7KYR7
P61221,P02545
Q00059,P14316
P14210,P18827
Q9H4M7,Q9UJK0
P17676,P21580
Q9UNL4,P23527
Q9P1A2,Q9NVN3
P61353,Q96QT4
Q9UBN6,Q9BT40
Q9H9Z2,O95363
O00212,Q8NE86
P26367,Q9Y6X8
P63165,P53007
O60293,P61266
P21731,Q8IVJ1
P34949,O14815
O95677,Q9NQX3
P35226,P49643
P10586,P60468
Q9P021,Q676U5
Q02539,Q9NVQ4
P09001,O43638
Q9BYC9,Q9H9Z2
Q9BQG0,Q6PK04
Q8TD19,Q6ZMZ0
P05067,P01871
P49336,P15927
P07954,Q6P1N9
P61289,Q9NUQ8
P55884,Q04637
O43291,P13498
P23526,Q15813
Q13387,Q15389
Q03135,Q99959
P62826,Q9NTN9
P09874,A6NHR9
Q13485,Q99466
P35222,Q02978
P62258,Q9Y2J2
P51812,Q9BU23
P07384,P53634
P27824,Q9NRW3
Q5T700,Q9UBV7
P07919,Q6P5W5
P22735,Q86YW0
Q9UJW0,Q14258
Q16595,Q13428
Q8TBB1,Q9HAZ1
P49736,Q9BWU1
P20073,Q9Y2M0
P45983,P17275
Q16656,Q9Y294
P50222,Q14CS0
Q9NQT8,Q5TCZ1
P52272,P55795
O76011,Q9BXF9
Q6ZMZ3,Q16352
Q9NZ43,Q99685
P48047,Q9UHQ4
Q5JR59,Q10567
Q8IXI1,Q9NRA8
P61956,Q9BXS5
P83105,P51991
Q8WWY3,O43290
P03372,Q9Y5Z4
P09382,P78504
P24593,Q86WI0
Q9NQ50,Q96EL3
O00743,Q14204
O15155,P61266
Q99614,Q9UPW8
P46663,Q99731
O95639,P46060
O14776,Q76FK4
P60763,P16070
P35711,Q96EV2
Q49AN0,P33992
Q9Y6H1,O75947
P63000,Q9UKS6
Q6NT76,Q8TAU3
P11279,Q9Y5Y0
Q9BYR9,Q499Z4
Q96CV9,Q96LL4
Q9UI30,O76081
P18847,O15525
P55316,Q15738
P55273,P30281
P04637,Q68DV7
Q8WWF1,O95158
O00746,A6NJ78
Q6UXN9,Q9Y5P6
P19784,Q02040
O43639,O95819
P26367,Q92925
P45983,Q9UQV4
P80723,P82970
P60891,Q8N5S9
Q14746,P01877
Q96FW1,Q8WWK9
P62805,P78406
Q92552,O95793
P06241,Q8IUQ4
Q12789,Q8N3U4
Q96DZ1,Q6AZY7
Q96HY7,P43897
P29966,O75385
Q92914,P51991
Q13206,Q14839
P78396,Q8WWM7
O75396,O00559
P03372,O95747
P04629,P49257
O95816,P49768
Q99496,Q9HC52
Q13616,Q9Y3I0
Q96CS3,P13473
P78527,Q92620
P47897,P09622
P07437,Q15291
Q8WXH2,P17024
P62330,P67812
P54289,Q9H1C3
Q9NZI8,O60756
P23759,Q9ULL5
P04629,Q13283
Q38SD2,P68371
P00387,Q9Y6H1
Q9BYV6,Q96NE9
P04792,Q8N5S9
Q9Y2I6,Q9UGJ1
Q01082,Q12800
Q99623,P45880
Q9UGH3,Q9NVC3
Q5TC82,P01375
Q92858,O00764
Q13438,Q9HAW8
P06576,P10109
O95257,Q8N7W2
Q9HBM0,P01031
Q9H165,P23497
Q8IUH5,Q9H0F5
Q15797,Q9UPZ6
Q15286,Q9BZF9
P09619,Q6ZV73
Q15029,Q99623
P10398,O43592
Q9Y6K9,P14735
P42858,Q99436
Q86UL3,Q96AG4
Q13233,Q15750
P33241,Q13007
O00165,O15126
Q9Y399,Q00059
Q9H0W5,P05388
Q13489,P46013
P35568,P19784
Q6EMK4,Q9UIA9
P27540,P16402
P24928,Q6PD62
Q96FN4,Q9H7C4
Q86TS9,P79522
P29966,O15020
P23246,O14777
Q71U36,P28068
P12273,O75170
Q9H0U3,Q96AG3
Q9ULW0,Q12872
P00533,P46977
P62508,Q96S82
Q9H4M7,Q13620
Q9Y6C9,Q9NVH1
Q14258,Q6Q0C0
Q05397,Q12791
P25788,P19320
P35579,Q12986
Q70CQ2,Q6UXG8
P05161,O60701
P29590,P43004
Q5VU43,P49748
Q4G0J3,Q96RS0
Q9NVH2,Q5TA45
P19525,Q9Y6M1
P15336,P17301
P35610,P00403
P63172,Q13427
Q9UNH7,Q9BTT0
Q7Z406,Q07343
Q9HAD4,Q00765
Q15029,P55769
O60716,O00559
Q99808,O95977
Q5VU43,P49961
Q9P0L0,P45880
Q9NX58,Q9UNX3
Q8TAE8,Q9NPI6
Q15072,Q02509
P46934,Q6ZVM7
Q96ES7,O60437
Q9H4E5,Q96J84
O75935,Q13561
P26641,Q13263
P50542,Q9UJC3
Q7L0Q8,P23025
O94927,A1L190
P82650,Q5JTZ9
Q92731,Q92576
P27824,Q15109
P52798,Q6NXR4
Q92845,Q9BUQ8
Q9Y5A9,Q86TB9
Q8IY34,Q9NQ29
P23528,Q14684
O43240,Q96L08
O95816,O14628
P68400,Q6NZY4
Q9NTX7,Q9H2G9
O95816,Q92925
Q16531,O14757
Q15323,Q16352
O15530,Q92569
Q49A88,Q8N4C6
Q08043,Q9Y6H3
Q13296,Q09328
Q02241,Q9P0M6
Q15942,P61088
Q9NZC7,Q9Y4G8
A0AVT1,Q99440
O95672,Q9NPR2
P46379,Q92805
P08134,Q06830
Q07343,P68871
O60884,Q8IYS1
Q9H4M7,P43246
P62917,Q14872
Q9Y4C4,O43852
Q96CW5,P43361
Q6PJG6,Q14802
P63104,P23526
P07948,P63027
Q93050,Q8NFB2
Q8TBK6,Q15542
P62877,P20248
P61019,Q9HCM3
P30519,Q13586
O76024,O14933
Q96CS2,Q9BY84
P60953,P17081
Q9NVV4,Q96E11
P62913,P62753
Q96JC9,P37108
P05067,O95758
Q9NQC7,Q9UBM7
P14866,P05067
O75147,Q13283
O95994,Q08J23
O43772,Q96RY5
P29084,Q99543
Q8WVM8,Q96AG4
Q96LR5,Q86XT4
Q9H492,Q92609
Q02878,Q9BRJ2
P82914,Q8IXZ2
P43246,P13693
P63261,P06401
Q70CQ3,Q6UWJ8
P42701,Q15818
O43169,P20645
Q86UY6,Q9Y6Y8
Q9NQW6,P46087
O60356,Q9UPN3
P78362,Q09472
O75051,Q9Y5Y6
P08651,Q8NBF1
P35226,Q96GA3
Q15831,O60729
P78406,A1A4G5
P35580,P51784
P61106,Q5J8M3
Q9H871,P39905
P53350,Q13017
Q01518,P33991
Q6A162,Q5T5B0
Q6P5Z2,P47901
P54646,Q2QGD7
P22314,P0CG13
Q9HBR0,Q13485
P62807,Q14137
Q13247,Q9H5H4
Q5T7P8,Q9BQG1
P56945,Q7Z7C8
P31314,O95677
P27797,P05111
P32241,Q9H061
Q13190,P11712
O15427,O94972
P00387,Q9Y5W5
Q66GS9,A2RUB6
Q15811,P42768
Q9UBK9,Q8IZS5
P40337,P51991
Q96AA3,Q9NP91
Q9UBU9,Q8WWB5
Q92974,Q9BZV1
P03372,P60981
O00762,Q9BS18
Q8TDT2,P02808
P98164,P20339
Q9NRC1,Q9NPI5
O00170,Q9BXA7
O14980,Q9H1Y0
P62699,Q9NT22
P14866,Q6IAN0
P08047,Q15759
P04629,Q8IWT6
Q6DKK2,O60676
P35249,Q9BVC3
Q9NWD8,Q6UX27
Q9H2K0,Q9Y291
Q5RKV6,Q9P0J0
P20290,Q6WCQ1
Q14164,Q13263
Q14974,Q14696
P14866,Q9UPW0
Q13363,P62241
Q16543,Q9BYV2
Q8WYQ5,Q9BYG3
Q7Z3C6,Q04917
Q69YN4,O15269
P04629,Q14498
P10809,Q9Y676
Q12931,P27144
Q13233,Q9UBZ4
Q9UKF6,Q9Y2Q3
Q9BT49,Q9BQA5
Q9NQC3,Q09470
P10620,Q14165
Q13435,Q9UGY1
Q86VS8,P43361
O75251,Q9BQ52
O75937,Q9BWU0
O43159,Q9H0A0
Q96L33,Q9UQB8
Q9Y3D9,Q8TDD2
Q8WXA8,Q68CQ7
Q96ES7,P62805
P62917,Q13148
O15078,Q6UVJ0
Q9Y2T3,Q96NU7
P63104,P53667
O95816,Q9H0F6
Q15286,Q86XL3
P05067,P51452
Q02241,Q969H0
O14763,Q15836
Q9Y6K9,O00571
P40925,P54274
P10412,P26998
P62851,P05412
P63165,Q9Y223
P04629,P50995
P40337,Q9Y575
Q9H583,P78395
Q16643,P63092
P61604,Q92688
Q9H8V3,Q7Z7L1
P49450,O75475
Q86TM6,Q9BZV1
O76071,O96013
O95235,Q9UIF3
P39023,Q9BRZ2
P09651,Q9Y580
Q9BX40,O75596
P05161,P67936
P55196,P01112
Q13347,Q9H4G0
P49841,O94811
P08247,Q8IXX5
Q00987,Q9NTG7
Q969G2,Q96F07
Q9BWG6,Q8N0S2
Q8TAD8,Q9ULR5
Q9HBH5,Q9H765
P53350,Q9H2D6
Q9Y275,Q7RTS9
P78317,P35052
P52272,Q9BZE1
Q9NUL7,Q96A35
Q9Y275,Q5SRE5
Q8NE01,Q96FV3
Q9NYJ8,O60907
A6NEM1,Q9P209
P61160,P31948
P50750,Q14247
Q9P035,P49257
P13674,P12694
Q8WXE1,Q99788
O15431,Q86SZ2
Q96Q05,P16278
Q15532,P15172
Q99519,Q3KNW5
O43399,Q99707
P30101,O15232
Q9UBS3,O43173
O95900,Q7L8L6
Q13137,P41227
Q69YN4,Q96EY1
Q8IY95,Q8NFJ5
Q86VM9,P49411
P34932,Q92994
Q6ZMZ3,P51587
P42262,Q01082
Q9C0J8,Q6K0P9
Q8NBN3,P19075
Q9Y230,Q8WTW4
P60866,O95166
P05023,O00560
Q96AG4,Q7Z769
Q9H444,Q9UKA4
P14625,O94761
O00487,Q9NWT6
Q99728,P05026
Q92731,P42356
P57088,Q9BYF1
Q92804,P22735
Q15008,O00232
P31150,P61020
Q15058,P49792
Q14512,Q9NYV4
P61221,Q8TAE8
Q99679,Q7Z7N9
P06748,Q9NX58
P27361,P04908
Q9H9Z2,Q9ULX3
Q04828,Q07654
P39019,Q96PM5
Q14137,Q96AX1
Q96SB3,Q9H444
P46783,Q9UHC7
Q9NRD5,Q86YV0
P61981,Q14677
P04637,P15924
O60684,Q8N6T7
Q12797,Q8TBP6
Q66GS9,Q9Y6Y8
P18077,Q16825
O95967,Q6ZT89
P38919,Q9BV38
P54105,Q969L4
P32322,Q99797
Q69YN4,O00139
Q8NEN9,Q13586
P02545,Q8WW12
P60953,A6NKD9
Q07020,Q16526
Q07955,P84103
Q15198,Q2NKQ1
Q8WVV9,Q6ZW49
P32121,Q9NPJ6
Q14258,Q96CQ1
Q96HR3,O43513
P38646,P22736
P62829,Q04721
Q6IQ23,Q8IZH2
O43765,Q9UMW8
Q9UK53,O14497
P23276,P62341
P40222,Q9H6S1
Q12846,P61266
Q00535,Q9Y2I7
Q13077,P00540
Q9Y5J7,P25325
P39060,Q9BXJ1
Q13618,O14939
P46013,Q86V86
Q15303,P61604
P68366,Q8TF05
Q69YN4,Q7KZ85
Q96BH3,Q96AY3
P10412,P16401
Q9UJT1,Q9UJT0
Q08174,Q86WN2
P12830,Q9NVD7
Q01650,Q9UQV4
P27482,O43826
Q16531,Q9Y2Q3
O00308,P39019
Q9HC77,Q9Y2D8
Q96HY6,Q5RKV6
P78317,Q9P2F9
P46100,O00567
P12314,Q92982
Q16666,Q8IWA0
Q4LE39,O14929
Q9H5K3,P55060
Q9H3P7,O75381
Q03519,P98174
P24666,Q9H0I9
O60333,Q7Z3H4
P01106,O43660
Q03252,O43924
Q9BQ31,B0FP48
Q53EP0,Q9UPQ4
Q14802,Q8N2M4
P19784,P21980
P26373,O15042
P55854,P62805
O95816,Q4VCS5
P78317,O00410
Q9UPY8,O75410
Q96HA1,Q12769
P60709,Q9H8T0
Q15717,Q96Q89
P02751,Q69YN4
Q6IQ23,Q9NZI8
Q8N3C0,Q08623
Q9BYM8,Q13404
Q9UNE7,Q5T8D3
P02647,Q92484
O00231,Q9UNM6
P41240,P49407
Q99759,Q3ZCQ8
P14866,Q8N5Z0
P32242,P60329
Q96BP2,Q8N442
Q15717,P07910
P04150,Q99075
Q96GD4,O43921
P17927,Q2VPA4
Q15365,Q9C0B0
P02649,Q96JB6
P08134,Q9P2E9
Q969H0,Q9UBF1
Q8WUA7,Q96QK1
P34059,Q9UBV4
Q15758,Q13627
O14786,Q13214
O60343,Q6NSJ5
Q01658,O75486
P17302,Q16881
O00487,Q495X7
P10412,Q92900
P10636,P04350
P11166,Q9UQ90
Q00610,O75665
Q9H4M7,Q9BW62
P43005,O60488
O60885,Q8IU81
P62873,P61952
Q03591,P00751
P25440,Q8N119
Q13422,Q8N5D0
P09874,Q8N9N5
Q9H6Z9,Q9BTX1
P02489,O60636
P10253,Q14697
Q9NPI1,O75533
Q13263,P33240
Q96SF2,Q9NWK9
P67775,Q13616
P12931,Q9UMX6
Q6L8Q7,P53609
P49450,Q8WWQ0
Q8TCJ2,Q96GX1
Q15013,P17050
P29317,Q9BV47
P63220,P48556
P60468,Q9H0F7
P08670,O00468
O43711,Q8IWZ5
O94874,P54886
Q8TAX7,Q8NG41
Q7L0Q8,Q8N3D4
Q5TGI0,O75436
P30518,O95169
Q9H8V3,Q69YQ0
P01112,P49257
P21359,Q96IY1
P15884,P49768
O00255,Q9UPS6
Q96CS3,P62491
P01106,P42704
Q07666,P35244
P50570,Q3KP44
P54709,Q9NZJ7
Q15293,Q12805
Q9Y6K9,P67775
O14578,Q08043
O75190,Q99598
P48165,Q96F15
B2RPK0,Q8WXG1
Q96RG2,Q5JTW2
Q9Y639,Q7Z3U7
Q12950,O60930
Q86U70,P35680
P56945,Q8WWQ0
Q71RC2,Q8IYD1
