P00352,O60356
Q9H6D7,Q9P031
Q69YN4,Q9UIQ6
P00519,P42166
P05107,Q15323
Q7L2H7,P47974
O43318,P45985
P60953,Q9H814
Q9NPC1,Q8NFM7
Q6IQ23,O95049
Q14596,Q92785
Q9Y6K9,P23258
Q9BQ67,Q86XR8
Q9H4M7,P43246
Q09666,P52565
O43663,P62906
Q96FJ0,O75146
P62829,Q9NPG4
Q9UBU8,P51587
Q13347,P19532
P03372,P17025
Q9ULD0,P0C7Q2
Q96BH3,Q9BTN0
Q86UK7,Q70UQ0
O94925,Q5JTZ9
P28799,O15540
O95817,Q13625
P60410,Q9BU23
P50914,Q9NUQ6
Q9Y297,O60307
P50402,Q03252
P16144,Q9UKX3
Q9NRR6,Q01970
P51809,P13164
O60729,Q9BXS6
O14980,Q96CW1
Q9NQW6,Q96CW1
P42704,Q6ZNL6
Q13547,O60925
Q03989,P53672
P00519,O14513
Q8TB72,Q9BQQ7
Q13021,P21754
P0CG47,Q14202
Q96RS6,O94952
Q13127,P62847
P16403,Q8N6M6
Q13370,O43300
Q9H267,Q96EB1
Q9UJZ1,Q9UI14
P48741,Q15007
P18031,Q12999
P48651,P18510
P21333,Q9UBI6
A2A3N6,Q9Y255
Q14244,Q8N268
Q92538,Q8TAD4
P13569,P62899
O00410,Q9C0C7
P51398,Q9UIH9
P10909,Q9NYQ6
P21980,P47871
O15173,Q6NUS6
P22304,Q8IWF2
P42858,P55345
O14531,Q15645
O75643,Q8IWS0
P35613,Q96AJ1
P51116,Q13557
P55196,Q9NYF3
Q15631,O60925
P0CG37,O14657
P19447,Q8N196
Q13573,O00409
Q9Y219,Q8WTR8
P55081,P46100
Q07021,O75521
Q9BYF1,Q8NEU8
Q16666,Q9UBQ5
O60503,Q3B8N2
Q15276,Q14BN4
Q9NSC2,Q8NA77
Q96EB6,Q08050
Q16555,Q9UIA9
P04233,P42345
P04035,Q8WWF5
P61247,Q9UL18
Q5UIP0,P25090
Q9NRD1,O75251
O95696,O76071
Q9BVS4,P63173
P60328,Q9BYR3
Q7KZI7,Q13131
P54829,P48047
O75030,P19484
Q86VP6,Q99880
P68366,Q6EMK4
Q93034,Q9H4A6
Q9H9Y6,O60264
P82933,Q969S9
P56945,O75569
Q9H000,P46100
Q7L0Q8,O95721
Q9BYJ1,Q9HCQ5
O60506,Q8WVJ2
Q99853,P05549
P61956,O75969
P61513,Q7L2E3
P05161,P19105
Q69YN4,Q7KZ85
P51178,Q15147
P38646,P52597
P07510,P60411
Q9C0C9,Q96JJ6
P48047,P61421
Q13627,Q9UBQ0
P11177,Q96AG4
O95817,P00558
Q8NCE2,Q13617
O75400,Q5HYN5
P02812,P49759
P49459,Q9H900
P31645,Q08209
Q99750,Q12815
O60496,P24394
Q08830,Q9H425
Q92905,Q9H0E3
P20930,Q8IXU6
P28799,P07858
Q96AE4,Q9UPY3
P34932,O95817
Q15415,P49761
O75534,Q9Y520
P36873,P54578
Q9GZZ1,P10586
P26715,Q8N3Y3
O95182,P48382
Q99798,P62847
Q15029,O60568
O95721,Q9HBM1
P47901,Q9UF11
Q15005,Q9UQV4
Q92905,P40926
Q66GS9,A2RUB6
Q6UB35,Q96EH3
Q6ZRY4,Q9BQY4
Q8N5N7,P01127
Q8IU60,P20309
P62805,Q9Y483
P11166,P24390
Q92993,Q9Y4R8
P36873,Q9NR20
Q9NTG1,Q9BT09
Q8N5G2,A6NI28
P38398,Q93097
Q92754,P28300
O43561,O94966
P41091,Q92615
Q15910,Q8N1F7
Q96KV7,Q7L5D6
P08047,Q15759
P78317,O14633
P07437,Q15291
Q9P015,A0AV96
P08559,P49755
P29353,O00750
P00533,Q14155
P12931,P57721
Q01844,Q6PJW8
Q8WVC0,Q13561
P40337,Q9NQP4
O60884,Q3KP44
Q14999,P62277
P14866,Q99608
P46736,Q6ZW49
Q9H2K8,O00506
O00391,O43169
O14578,Q9H583
P62140,O75128
Q15059,Q6PI98
O15116,O75113
P29966,Q01484
P08247,P32189
Q13618,Q8N653
P19438,P78527
P49917,P60174
O75427,Q6H9L7
Q99418,Q13488
Q99706,Q96S97
P62258,Q5U5Q3
Q69YN4,Q9UL01
P31314,Q5VZL5
O95816,P49768
P25787,P60900
Q96EP0,P25942
P02751,P08238
Q13571,P30519
O60936,Q9NQW7
P61956,Q12873
Q7L2E3,Q9BQG0
Q07343,Q02809
Q9H5K3,Q7Z3U7
Q86WX3,Q9UI42
P47755,Q8IY67
P49458,P09132
P27797,P05111
Q9H4M7,Q9BQE3
Q12873,Q9NVP1
P09758,Q9HCU4
Q9Y697,Q9UK22
Q01658,Q8TCT7
Q9NVV4,O75390
P01137,P22102
P11279,P07947
Q92731,Q9BRZ2
Q96EH3,Q96JJ6
Q06710,Q9ULL5
A8MVW5,Q9UI95
Q15059,Q92613
Q7L2E3,Q8TDD2
Q9NYB0,Q6ZRS2
Q52M75,P52209
Q15843,P40925
P68400,Q9H4L7
O95202,O43772
Q9H3M7,O75592
P61081,Q9NPD8
Q96B26,P17482
P53985,Q96SW2
Q9H4M7,Q9Y2Q3
Q5JVL4,Q9P202
Q12772,Q4KMZ8
O00571,Q6P158
P57737,Q9UGI0
Q8N2K0,Q96L12
O60909,Q9H269
P12814,P61981
O43781,Q9GZZ8
Q969H0,P62841
Q6AZY7,Q86SQ7
P68400,P25789
Q9Y5Y3,O95759
Q9BZK7,Q9Y3X0
Q3SXM5,Q9NY72
Q5W0Z9,Q9UQV4
Q92731,Q13724
P12956,Q71F23
O75886,Q8N144
P04406,Q6N021
P25685,Q9H7E2
P34897,Q8TF27
P20339,Q9Y5X3
Q9NZJ7,Q9UJX2
Q14152,P08729
P00533,Q9H492
P60520,Q05519
P49863,Q96T60
P60228,Q99814
Q9NRC8,P62241
Q92575,Q6ZMZ3
O14556,Q9H410
P24539,Q99986
Q15013,P17050
P05412,Q9NYV4
Q14318,Q96JB5
P51957,P31946
Q8TBK6,Q96ST3
Q9NRC8,Q9ULT8
O00308,Q06787
Q14999,Q12931
Q92731,P60468
Q5UIP0,Q86UY6
Q9H9D4,P98155
Q9BY14,P55769
Q99848,P49207
Q7L2J0,O95678
P29972,O00501
Q15056,P05026
P35222,Q06124
P63165,P54198
P05067,Q15257
P63279,O96006
Q969P0,P16402
Q96DA6,Q504Y0
O95297,Q9BYV6
Q14254,P62330
Q9H857,Q9NQH7
P11802,Q13188
O94826,Q92887
Q9NRI5,Q14515
P33778,P26368
O60884,Q5QP82
P22087,P30419
P40939,P56377
P98082,Q8WU79
P35226,Q9UKY7
Q8N2A8,Q99571
Q8TCU4,Q16831
P22061,P49674
Q504Q3,P46778
P08559,Q96FV9
P05067,P13232
Q8WY36,Q5T3I0
Q99615,P22102
Q6ZSA7,Q6L9W6
P30530,P11142
Q9NZE8,P62241
Q07627,P62857
Q9BYD1,Q9NX36
O00463,P36941
Q4G0J3,Q96JH7
Q8IX12,O43542
P51114,Q86SE5
P02686,P49759
Q9H165,P23497
P04150,Q14573
Q13547,P49427
Q9NQX1,O15234
P05023,P43250
P42166,A0JLT2
Q9Y6H1,Q16540
Q3SY00,Q3BBV0
Q13418,Q9NPA8
Q9H2A7,Q6NSX1
O95793,Q13200
Q9ULM6,Q13111
Q02156,Q8WU08
O75396,Q8WXI8
Q6UY14,Q6L8H2
Q5T4F4,O60231
P31150,Q12765
O75190,Q8IXJ6
Q13547,Q99697
P19012,Q8TAU3
P12270,O00422
O00526,Q99795
P05412,Q8NEZ5
Q13304,Q14202
P51114,Q9P1Z2
P29590,Q8TBE9
Q9BVS5,Q9HD33
P16615,Q96AG4
P51148,P14854
P43378,Q96HE8
Q9Y221,P49760
P68371,O43918
O00255,Q9H4L4
Q9H3Z4,Q96Q45
Q15345,O95861
Q9Y6H6,Q9H3H3
Q9H596,P52209
Q8WXH0,O43924
Q15077,O00743
Q9HCE7,P83731
P54252,O14925
P06576,P10275
P42766,P49116
Q9Y2S7,Q9UHR6
Q92963,Q53G59
Q13573,Q13042
Q9BRQ0,O75486
Q16531,O94888
Q9H4E5,Q3SXY8
Q9UQE7,Q92834
Q9HBR0,P16389
P37231,O15090
O75084,Q8NGT2
Q99459,Q10567
O00559,Q96QG7
Q15388,Q5VV17
P00533,Q9NVW2
P45984,P05412
Q08380,Q9BV73
P31930,O14773
P00403,Q16849
Q04837,Q96H96
Q9BSJ5,O15235
Q96GM8,P16401
Q6IBW4,O75078
O75953,Q96AK3
Q68D86,Q96BY6
Q13247,Q5C9Z4
Q15418,P54136
Q12797,O43852
Q15276,Q8IZ57
P04637,Q9BSC4
Q96A37,P51965
Q9UQB3,Q8TBB1
P55198,Q02930
Q8N680,Q15287
Q99729,O15235
Q13619,O94760
Q9BU76,P49137
Q06546,Q8NI08
P51151,Q6NXT4
P46108,P31994
P60468,Q96AY3
Q5T4D3,Q9UMY4
P04637,P18283
Q15208,O96013
Q9H4G0,O15047
P01589,P54707
Q9H0C2,Q6A163
Q9Y5J5,Q9H9B4
Q9Y2H6,Q06136
Q15029,P22234
P49736,P18124
Q9Y4W2,P48742
Q02878,Q14999
Q15654,Q8TBB1
P50991,Q9BPW8
Q14192,Q8WWY6
P42857,Q9Y320
Q9H5V7,Q96AX9
Q6ZRS2,Q15723
P06241,Q96B97
Q16576,O75874
P62136,P52907
P38646,Q15726
Q14534,Q9Y6C5
P46940,Q96JC9
O15143,P04629
P63165,P53004
P43307,P27824
Q5XLA6,P57730
Q13263,Q86XI2
P18206,Q13277
P62714,P45973
P04626,P25686
Q14444,Q96KR7
Q9UK22,O95251
O95235,Q6PFW1
P14868,P05198
Q8NDT2,Q15003
P11166,P56962
P36578,P46778
O94761,Q12874
Q13322,Q9NW13
Q9UHD2,Q6UVJ0
P25963,Q8N3Y1
Q7L2E3,Q96EY7
P49336,P16383
P07900,Q9NYS7
Q9UI09,O43464
P01106,P49721
P43268,Q01543
P09012,Q5JR59
P17931,Q99808
Q13541,Q71UM5
A1L170,P25440
P09758,P49770
Q15058,P13639
P22392,P61326
Q14999,Q8NEY8
Q6P2Q9,Q96DI7
P05067,Q16548
P20929,Q9BYV6
Q14032,Q9UHC1
Q9H074,Q9H7E2
P56945,Q8IYT4
O95229,Q13099
Q12906,Q9H1E3
P10636,P18124
Q9UBF8,O15116
Q8TAE8,Q9Y2M0
Q9NS85,O95396
Q9UKV8,Q86UE4
P01023,P61626
Q9BZE1,A6NJ78
Q6P2Q9,Q92620
Q01968,Q9Y3B3
Q4G148,Q9H3T3
Q96D03,Q9Y3C6
P49773,P36969
P09668,Q86UG4
P79522,Q92989
Q07820,Q9UKV8
Q9UJT2,Q0VG06
Q9H1R2,Q8NB46
O15294,P54727
O00468,Q9UKA4
P54764,Q5VZ66
Q9P032,Q00059
Q14151,P49354
P23396,O95363
Q5U651,O43679
P10636,P17600
Q6NUN9,P49327
Q8IWI9,P35680
P02545,Q08170
P04808,Q92611
O00628,Q8IYD2
Q9UMX0,P07237
P15941,Q06432
Q9H4M7,Q14160
Q9UMS4,O75147
P52945,Q13562
Q96NB2,O94826
P17081,O75052
Q12967,P34810
Q8WWV3,Q9H845
P00519,O43900
O15164,Q3SXZ3
Q9P2R7,Q9UGI8
P28482,Q9H2K2
Q96ST3,O95243
P13164,O43852
Q6RW13,Q8TBB6
Q15077,P27797
Q9BYV2,Q9NV96
Q15075,Q9H3S7
Q9BT25,P43362
P09429,P05388
P62993,P12074
P62979,Q96CW1
P12956,Q14498
Q9H269,Q49AM3
Q16665,Q71F56
P61077,Q9UMS4
Q9HAN9,Q96K80
P35998,P14406
P61956,Q9NS25
P01903,Q8N2K0
O75122,P61962
P30153,Q86XP1
Q8IWZ3,Q96PV6
Q96QT6,Q14676
Q15811,P42768
Q8NFZ5,Q02363
Q96PV4,Q9BSW2
P49841,O94811
Q15717,Q9P2N5
Q9Y2T2,O95819
Q9BZ11,Q3ZAQ7
P63000,Q7Z5H3
Q9UHB6,Q03135
O43474,P62847
P09467,P18124
Q9NUD5,Q9NX58
Q16666,Q3KQU3
Q9Y6C9,Q9H596
O15260,P48047
P46527,P78396
Q6UX01,Q14C86
Q8TES7,Q9BW66
O43290,Q15696
Q15532,P15172
P18124,Q99986
P29966,Q00839
P62899,P28715
Q6V1X1,O76071
Q03135,Q99959
Q00987,Q99729
Q9UBS3,O43173
P27695,Q9BW92
Q969P0,Q9Y5Y6
Q93008,P51812
Q6UB35,Q9NX36
P31314,O95677
Q14978,P42167
Q8TDC0,O75112
P30305,Q9Y3M2
Q12905,Q9UBD5
Q08211,Q32MZ4
P25786,Q05086
O95429,P10415
Q99459,P05783
Q9NZ01,O43889
Q6PKG0,O43364
Q9UPY8,A1X283
Q07157,P56748
P62899,P30520
Q96HB5,O95352
Q16890,Q9P0R6
P04908,Q7Z5J4
Q9UFF9,P78543
Q96S59,P49961
Q9UPW8,P31150
Q4LE39,O14929
Q9UHD9,Q9Y5U5
P14866,P50876
Q99816,P21453
O95985,P04637
P62241,Q9NQ29
P16403,Q8TBF4
Q9BPZ7,Q9BQK8
Q9Y2X3,Q9NWS0
P22626,O43237
P08754,Q9UGC6
P61586,Q9NZM1
Q13347,P00441
Q9NZM3,Q92544
Q96A37,Q9H2K2
Q9UKE5,P31947
O00182,Q9NUQ7
Q9UNE7,P54652
Q92731,Q92576
O15547,P01861
P05067,P40933
P30405,Q969S9
P06280,Q9NZL9
O43396,O75431
Q15050,Q53GS7
Q16665,Q9HAU0
P55769,Q9Y3A4
Q9BZL6,Q9Y6Y8
Q96SB4,Q96IZ7
Q9Y251,O95816
P48788,P62195
P30154,Q6W5P4
P02545,P35244
Q00987,Q09472
P14866,Q04721
Q14318,Q15042
P0C0S8,Q99575
P35228,O43242
P14373,P09012
O14975,Q9BV87
Q6NXT1,P51959
P82650,Q9Y4X4
Q16643,Q00005
P62805,Q71DI3
Q6IQ23,Q9NQG5
Q02750,Q86Y07
P01112,Q96BY7
P12644,P46779
Q96RK0,P31276
P26951,Q03113
Q8TAB5,P13646
P06576,Q8N6Q3
P82933,Q9Y6E7
Q15118,Q96EY8
Q93009,P49750
Q12849,Q5TC12
Q9BYM8,Q13404
P02458,P12643
P38646,O00221
O15164,Q9NQX6
P62805,P54274
Q8WVZ9,Q6NSJ2
Q9NR46,O95257
Q15796,O15068
P16144,P34741
P46379,P61106
P78317,Q8N201
Q13501,P37802
Q16881,O00410
P60201,Q96LA5
P56545,Q16637
O43474,P13807
Q9Y5K6,Q6P3X3
Q9H4E5,Q5TH69
Q86UT6,P30048
P37840,Q13627
P40967,Q96EA4
P50221,Q12982
Q5S007,P49419
Q01844,Q8IZL8
Q9Y2Y0,O15228
Q17RB8,Q9NYG5
Q14008,Q9H8H2
Q9UGR2,O00408
P04637,P62318
P21333,Q96GC9
Q9BRJ2,Q8TCC3
Q9NRW3,Q9NR30
Q99650,Q9Y5E6
P23458,Q9HBE5
P61244,P13639
P49736,P04908
Q9NVJ2,O76027
P68363,P35030
P46663,Q99731
P78362,Q9UKN8
P04843,Q587J7
P78527,Q9NZD1
Q96Q45,Q14542
P31943,O94972
P15153,P00387
O75400,Q8TAT5
Q9Y639,Q9C0E2
O43306,Q9H8X2
Q7RTS1,Q96AB3
Q96I25,Q96FF9
O00148,Q8N616
Q69YN4,P21580
Q13418,Q5SRE5
O00148,Q96NX9
P60891,O60551
P11686,P26006
P10636,P04350
O75771,Q9BY77
P11177,P30519
P35241,O00299
Q15797,P35813
Q13489,Q9H2U1
P62829,Q9BVS4
O14641,Q9NZC7
O43924,P37837
P00441,P15822
P63104,O43524
Q9H765,P61129
Q05513,P22102
Q14257,Q9NXW2
Q02878,Q13127
O14578,P62917
Q8NDV7,O95302
O94875,Q14517
P54253,Q5SWW7
P78317,Q9P2F9
Q676U5,Q8WXX5
Q16531,P09455
Q00403,P35269
Q12830,O14929
Q658P3,Q9UQV4
Q96CF2,P31948
Q8N766,P43487
Q92831,Q99607
Q15797,Q9UIS9
Q16526,P56645
Q8IVT5,P10109
Q13224,Q13972
Q07021,Q15050
P01569,P05015
P50750,P08631
O14980,Q86YR5
Q9UN42,A2VDJ0
Q9NQC7,Q6ZU80
P00533,P63010
P03372,P61160
Q9UI12,Q8NEY4
P61158,Q6IWH7
P12931,O14796
Q8TDR0,Q99666
Q8NBM4,Q5GH73
Q92769,P52594
Q9BQE3,Q9H492
O60749,Q9NQU5
P62995,Q9NX24
Q9UGK3,Q99836
Q00535,Q9Y2I7
O95471,Q16617
P62993,Q8N4W6
Q9UI36,Q15059
Q9H583,Q5BJD5
P30518,P51790
Q9UKG1,Q13191
Q8TDR0,Q9HB71
O75925,Q8N4C6
Q9HDC5,Q9P2W7
P07949,Q07889
Q9NRM7,Q6ZWJ1
Q9Y276,P10176
Q92769,Q9UKG1
Q8N3D4,Q9Y3A4
Q13490,Q16186
Q9BQA1,P51991
P46100,Q9UER7
Q15910,Q8TAQ2
Q7Z6Z7,P07477
O00308,P39019
Q9Y3S2,Q92570
Q14934,Q9C0D3
Q02241,Q9UDY2
Q5TC82,P26651
P46940,Q9UBN6
P60953,Q96GD3
P46781,Q96EA4
Q00341,Q5T7P8
Q13547,P23769
Q15056,O60739
P08670,Q9GZT8
Q8TCD5,Q8ND04
P00747,P05155
Q07890,Q38SD2
Q9NZN4,Q6IN85
Q9UM47,P13693
P09874,P04908
Q9H8V3,Q53EZ4
Q9Y639,Q9NUQ2
Q07960,Q9NX40
Q9NVP1,P13637
Q96FI4,Q9NYW2
Q9Y5L4,Q66K41
P61081,Q9H0C5
O60641,Q86YT6
Q9UJM3,Q9HB20
P61586,Q9H425
Q8N5H7,Q9NZ45
Q8IV08,Q8NBQ5
P36897,Q9Y3C5
Q9UBU9,Q14980
Q9ULR0,Q69YN2
P62269,Q92901
O95257,Q8TED9
P19320,P32969
Q6IAA8,Q8N1F8
P62913,P62753
O60885,P51946
P46937,P15924
Q9NPI1,Q53H12
O95630,Q5TBB1
P49674,Q08J23
P31943,Q9UJH8
Q9Y3I1,P52564
P16949,P13667
Q99856,A6NKF2
Q15750,Q96FF9
Q4J6C6,A2RU37
P63165,P52597
P49407,Q16627
Q9NQ86,O15021
P62316,P62308
Q12907,Q8TEB7
P14859,Q6ZVD7
Q4G0J3,Q96DV4
P42566,P12035
P05141,P34969
Q12980,P58004
O60356,Q9UPN3
P00387,O95881
O60783,P36776
P49411,Q9H0U6
Q9BRQ0,Q92793
O00762,Q9BS18
P55196,Q8TDM6
Q9NZ32,P42025
P09001,O43638
Q86TM6,Q9BZV1
Q14192,Q92754
O14980,Q9H425
Q9UHB6,Q9UQC2
P01116,P05023
Q8NBB4,Q9UL58
Q99615,Q6UXT9
Q96SZ6,O14880
P27708,Q9BXA6
P62805,Q15424
Q7Z2W4,P37231
O00165,Q9NRW1
Q15041,O95989
Q13291,Q8WYP5
Q9UPY8,O14513
Q96CF2,P20671
P19784,P31314
O94761,Q16186
Q96HY6,Q13263
Q5XPI4,Q9BYU1
P42858,Q02241
P13569,Q15006
Q9UPY8,O95819
P05412,Q8IWS0
Q3KPI0,Q9NV96
Q9NUM3,Q9UIQ6
Q06547,P06307
Q9GZS1,P51991
Q9Y3U8,P62854
Q2HXU8,Q6UWY0
P62826,Q9NTN9
Q9BQ48,Q75WM6
P22681,Q96B02
Q96HY6,Q6PHW0
Q92845,P41227
Q86VW1,Q9NRX5
P49736,P20618
Q9Y463,O43819
Q9Y6Q9,P43699
P35244,Q14669
Q9NS91,Q5VTL8
Q9UJV9,O75147
P23458,P07332
Q99759,Q3ZCQ8
Q9BU76,O95235
P05067,P30419
P04406,P49815
P48067,Q16623
Q7Z2K8,Q8NFB2
Q92769,P62987
Q14197,Q96EY8
Q9HCE1,Q14296
Q5JSZ5,Q99581
O60880,Q07912
P50750,Q9H0G5
Q8N668,Q9H0A8
Q9H4M7,P00568
P31943,P19320
P46100,Q96HA7
Q9Y2X7,Q9UJC3
O60356,P56545
P27361,Q15404
P08069,O95147
P21926,Q9NPA3
Q96MT8,Q8WYA0
Q15746,P27482
Q99728,P35250
P33240,P27816
Q9Y3S2,Q76FK4
P49754,Q9BX51
P20336,Q8TBN0
Q15020,Q9H9Y2
P43405,P14784
Q09028,P28749
Q92905,Q15102
Q9BYB0,Q59EK9
P61221,P62851
Q66GS9,Q8N8E3
Q14999,P28070
O60610,Q93079
P49753,Q9BX68
Q6VMQ6,P62917
P04049,Q9UBG0
O00214,P10599
P01106,O43660
Q8N6T7,Q5SW79
P31150,P61020
P13569,P61353
P05067,P09486
Q8TB24,P06241
P31751,P41279
P40926,Q9HBL8
P49760,Q53GI3
Q9BYJ9,Q96NL6
P01130,Q9NSI5
Q8IYI6,Q01546
Q15029,P62851
Q96RK0,Q9BRP1
Q6P2Q9,Q8N5A5
P31689,Q9H2U2
P17927,Q2VPA4
Q9NPL8,Q96JF0
P10275,P24928
O43586,Q14839
Q9P032,Q9Y6M9
P35227,O95377
Q99459,Q9UL68
Q96CW1,Q9H2X3
Q14258,O95352
Q15022,P10275
Q13618,Q06265
Q16740,Q9BRJ2
P63165,Q92731
Q16643,P13987
Q15717,Q9Y5J3
Q15118,Q96I99
Q9H8V3,Q15269
Q15274,Q8NFD5
Q9UPP1,P43363
Q14315,Q9P0V3
Q9UNN5,P54725
Q9UKG1,Q9Y3I0
Q9BZF1,Q6NUS6
P60953,Q9P0V9
Q7L775,O95678
Q63ZY3,Q96IK5
O00308,O15226
Q96SN8,Q9NRP7
Q9UNN5,P49368
P31948,O95433
O75390,Q9BYD6
Q9NVF7,Q08379
Q13620,Q9H7L9
P42704,P38646
O60896,P30988
P61026,Q9H082
Q6YHK3,O95968
P60953,Q93050
Q15121,Q13555
P52732,Q6UX07
Q6P1M0,Q9NPI1
Q93052,P41219
P13805,P19237
P38919,Q86V81
Q07627,P52797
P25787,Q14498
O60248,O00425
Q01130,P46937
P31152,Q96NB2
Q8NHQ1,Q8NDP4
Q9Y6H1,O75947
P47804,Q13228
O14787,P78424
Q9NQY0,Q9Y5X3
O95551,Q9BUE6
Q9P2G3,Q53GT1
Q13948,Q9UKX7
Q8WUA7,Q96QK1
P46736,O96015
Q12933,Q07955
Q9NS91,Q9NYV4
Q8TBB1,P61088
P09234,O14879
Q8WUD6,P41146
Q9H871,P39905
Q9Y239,Q14790
Q09028,Q8N6T7
P62807,Q6ZRQ5
Q15942,Q9UGR2
P62987,Q92576
Q9UDV6,Q9ULD5
P62424,Q8NCD3
Q6ZN04,Q15032
P61586,Q8IW52
Q9HB71,Q12888
P99999,P21796
P61981,Q86SQ0
O15111,P35579
Q99996,Q9UNP9
P78371,O75147
Q92934,Q53H12
Q14258,P52597
O14744,O43251
P51114,Q8ND56
Q0VD86,Q9BV97
P50897,P39656
Q6PF18,O43741
Q9NQW6,Q6P2E9
Q15075,O76015
P20290,P52907
Q9HBD1,P22626
Q9UHD2,Q9Y2E6
Q03014,Q99750
Q15642,Q8IWW6
P14735,Q8IUX8
Q12952,Q86UP3
Q03135,Q8WVQ1
P49736,Q96T23
Q9HCM4,O00116
Q96FJ2,Q9NWU5
P24539,Q9BUB7
Q9H4M7,Q96PV6
Q9Y277,P14625
P15735,Q06830
Q14114,O14908
Q13627,Q05682
P04075,P37802
A8CG34,O43692
Q6ZMZ3,P51587
Q13347,Q9H4G0
P27348,P07359
Q9BSI4,Q8NEU8
Q5S007,Q9Y5L4
Q9UFG5,Q9UEU0
P98172,Q96JH8
P12318,Q14651
P82650,Q5JTZ9
Q01433,Q9BY44
P41240,P49407
O60313,Q15818
Q12846,P61266
P63208,P04908
Q04721,P23142
P09486,P12107
P49407,Q86V81
Q9Y618,Q9BT40
Q99581,Q9GZN1
O75474,Q0VG06
Q9BYF1,O95208
P62829,O43791
P51151,Q9H2H9
P12004,P62857
P84095,Q9BQ39
P42356,Q15517
P68032,Q8IX18
Q13098,Q92466
Q9Y586,P46063
O14880,Q96FV3
Q99519,Q3KNW5
P36406,Q2TBE0
P01833,O94844
O75530,Q9UKV3
Q09028,Q9BY14
Q13489,Q86U86
Q69YN4,Q96M94
Q9UH62,Q9BU02
Q15058,P46781
Q9NZ52,Q96AX1
Q86YM7,A1L190
Q9UHC7,Q9UPX0
Q12873,Q02880
P62877,P43243
Q9UHD9,O95429
Q9H4F8,Q9BQ08
P08631,P59046
Q8NBQ5,A0PK00
O00410,P09958
Q6IQ23,Q9NZI8
O95994,Q08J23
P62826,Q93079
O43166,P51784
Q9UGN5,Q9NQ69
P31689,Q2TB90
Q9NUH8,Q02161
P29317,Q9BW91
P60709,P57075
Q96SB8,Q9NXX6
P41002,Q9NRZ9
P00533,P01040
P62805,P57081
P11142,Q8NHS0
Q6QNY1,Q9NWB7
O14818,Q9HC96
Q9UBN7,Q9Y4A9
Q96HA8,Q9Y2J4
Q6UXG8,Q9C0E2
O00148,Q92543
Q13501,Q9HCE7
P07948,P29597
Q9Y3F4,P30039
Q6IQ23,Q2M2I8
P27824,Q9NRW3
O00165,O95342
Q16666,Q99575
P27348,P55072
Q96GN5,Q16384
Q9UGN5,Q6K0P9
Q15059,P49756
Q15311,Q96FT9
Q13751,Q16849
Q3ZCM7,Q6ICG8
Q69YN4,Q07864
Q6IQ23,Q92485
P13667,Q8IXE1
O14965,P62888
Q9HCE1,Q00839
Q9NSE2,O14773
Q9H819,Q6UWB1
Q9H4E7,Q8IUH3
Q9UGL1,Q9UJU6
Q14258,Q9BVG9
Q13635,Q69YN4
Q15388,P16401
Q15058,O76021
P01112,Q86UP2
P48426,P22531
P37108,P22492
Q99832,Q9ULT8
Q9UHD9,P02786
Q86TM6,P51648
Q9NPD3,Q12788
P18077,Q8WYA6
P60709,Q05682
Q12933,P07437
Q9BVJ6,P62310
P22392,Q8TCU6
P12755,Q9HAV7
P13611,P13500
P05067,P15502
Q92990,O95140
Q12834,P30304
P56524,P04792
Q96RK0,Q9Y2X3
P62701,P14859
Q8IZ07,Q8WVE6
Q9BZF1,P20337
Q9Y3C4,Q96K31
Q96MU7,A0AV96
Q9BY89,Q9UJX6
Q15418,Q969V3
Q8N5H7,Q6NXE6
O15162,Q96SQ5
Q7L2R6,Q9BVN2
P62987,P20042
O95429,Q3LI67
P11142,Q96AJ1
Q92614,Q9UK39
P61978,Q96AG4
P61019,O60493
Q86VM9,O43670
Q15654,Q06190
Q13625,Q494U1
Q15121,Q5JVS0
Q8WXE1,Q99788
Q07954,Q9NVV4
Q9BXW9,P01040
O60503,Q9NRC1
P83105,Q9BSH4
O43318,Q9H4M7
Q9UBW8,Q9H9Q2
P62891,Q9BXK1
O15162,Q9NVZ3
Q6ZTW0,Q9HC77
Q9Y4X5,Q6PID8
Q15287,P09486
Q12778,P29590
P22314,O75147
P61247,P39023
P24941,P07355
Q99607,Q9UKT5
Q13490,Q8TD20
P24588,Q9HBA0
P10636,O43390
Q9UIW2,P23280
P61158,Q7RTP6
Q9NZQ3,Q9UNF0
P67809,Q9H0U6
P50222,Q75WM6
O60248,Q96EY7
Q6S5H5,Q6S8J7
O94874,Q9C0J8
Q9HCE5,P04844
Q92731,P61081
Q6IQ23,Q8IZH2
Q9UI10,P06028
Q99853,Q9NTJ5
Q9HBD1,Q9BYD3
Q09472,P40337
Q9UKD2,Q96D46
P78536,P43146
Q9Y6K9,P53355
O00712,P62807
P23759,Q9ULL5
P84243,Q04725
P00387,Q9NZJ7
Q69YN4,P02794
Q9Y6M1,Q96AK3
P15880,O95433
P56962,P35414
Q9BSW7,Q9Y2D8
P07437,Q86WC4
Q9P0L0,Q969N2
P18206,Q9C0C2
Q8N2W9,Q92889
O14556,Q2M1V0
P61244,Q9BW11
P29966,Q16658
Q8WXH2,P17024
P01112,Q96I34
P11142,P09651
P00519,P29074
Q9Y297,P51398
Q13323,Q96G79
Q9H8X2,Q6ZMG9
P35222,Q06210
Q14258,P20042
Q8IZ73,A0PJX4
Q13619,Q8WV16
